Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA2340	3	0	9	7	7	9	7	4	2	4	20	1	1	host	gene-PA2340
gene-PA0003	1294	754	1521	1382	1521	1043	1589	354	534	692	243	131	188	host	recF
gene-PA5534	31	25	58	25	34	19	33	16	1	9	37	3	3	host	gene-PA5534
gene-PA3042	42	37	34	65	152	61	83	29	12	37	11	8	6	host	gene-PA3042
gene-PA3242	284	203	358	438	493	253	496	163	71	187	58	13	23	host	gene-PA3242
gene-PA1796.2	4954	1571	2148	2712	6218	1137	2165	3347	296	842	511	60	153	host	gene-PA1796.2
gene-PA3806	3885	2957	4591	5395	2994	1965	2763	764	577	911	169	135	230	host	gene-PA3806
gene-PA4887	591	433	592	1111	421	236	973	148	53	165	84	13	13	host	gene-PA4887
gene-PA4166	10	7	33	24	19	10	5	6	3	6	14	0	0	host	gene-PA4166
gene-EST35_0096	0	0	0	0	6137	46548	23326	10377	19879	28897	4011	2907	7074	phage	gene-EST35_0096
gene-PA0231	18	13	11	21	34	18	20	9	7	4	38	3	1	host	pcaD
gene-PA2275	19	11	21	19	22	24	21	8	4	5	24	4	3	host	gene-PA2275
gene-PA3278	15	11	20	23	15	9	37	6	5	6	22	0	2	host	gene-PA3278
gene-PA1929	17	14	11	23	16	18	22	10	4	5	5	1	2	host	gene-PA1929
gene-PA4288	19	19	21	28	18	27	21	12	8	5	31	3	1	host	gene-PA4288
gene-EST35_0340	0	0	0	0	14644	6411	594	12564	57941	72835	8905	15399	34088	phage	gene-EST35_0340
gene-PA0439	19	14	27	9	64	22	20	54	14	6	88	10	4	host	gene-PA0439
gene-PA1524	35	16	53	50	64	60	55	16	21	18	52	6	3	host	xdhA
gene-PA3803	1087	800	1190	1397	1368	696	944	398	328	510	130	84	128	host	gcpE
gene-PA3643	588	444	637	784	841	490	972	212	124	278	53	24	40	host	lpxB
gene-PA2435	110	86	123	234	294	110	210	122	25	66	48	8	8	host	gene-PA2435
gene-PA2265	81	52	93	122	92	105	133	29	49	79	38	23	13	host	gene-PA2265
gene-PA0370	117	102	134	204	177	128	199	52	38	77	39	15	5	host	gene-PA0370
gene-PA5404	36	27	55	44	26	17	18	3	1	6	61	1	1	host	gene-PA5404
gene-PA0703	33	59	71	98	57	37	77	17	8	22	68	2	2	host	gene-PA0703
gene-PA2434	14	16	23	29	63	25	48	17	6	18	16	1	3	host	gene-PA2434
gene-PA2790	12	12	28	17	20	22	26	0	8	7	9	1	2	host	gene-PA2790
gene-PA5524	227	107	221	188	441	217	245	244	48	72	137	17	18	host	gene-PA5524
gene-PA3979	179	139	307	280	266	154	235	79	42	124	44	4	22	host	gene-PA3979
gene-PA2209	6	5	9	9	9	8	5	0	2	1	32	1	0	host	gene-PA2209
gene-PA3464	50	37	56	71	69	24	60	27	8	18	37	3	2	host	gene-PA3464
gene-EST35_0324	0	0	0	0	7439	5943	293	70725	31902	17347	83192	33724	44533	phage	gene-EST35_0324
gene-PA3442	37	33	23	47	57	34	62	21	7	12	26	0	0	host	gene-PA3442
gene-PA0755	28	17	37	32	40	25	60	9	5	9	34	7	3	host	opdH
gene-PA2803	15	4	12	12	24	10	14	10	1	8	17	1	0	host	gene-PA2803
gene-PA4289	40	34	48	51	73	57	104	33	10	32	45	2	3	host	gene-PA4289
gene-PA0887	2415	1062	1379	1004	1790	1092	2650	1347	381	962	517	125	164	host	acsA
gene-PA4554	644	461	839	859	607	405	727	155	103	348	158	38	32	host	pilY1
gene-PA2413	10	7	13	18	16	6	15	6	5	5	27	3	3	host	pvdH
gene-PA5316	8940	6162	12039	7608	7216	5591	8661	1042	1381	3032	184	188	404	host	rpmB
gene-PA3015	110	96	177	145	148	98	155	66	13	40	56	9	4	host	gene-PA3015
gene-PA5090	50	35	72	74	78	43	79	26	7	17	109	4	5	host	gene-PA5090
gene-PA4098	15	15	20	31	49	20	35	20	2	5	30	4	4	host	gene-PA4098
gene-PA5331	760	475	826	871	880	484	793	275	129	263	99	32	44	host	pyrE
gene-PA3541	31	10	34	35	41	34	45	28	9	11	65	5	3	host	alg8
gene-PA4748	7983	6191	9657	10377	15210	9484	15974	5126	2278	5530	800	351	845	host	tpiA
gene-PA2963	274	208	336	470	397	300	610	97	73	179	43	14	30	host	gene-PA2963
gene-PA3562	845	697	793	1355	1442	480	974	527	69	149	163	20	21	host	fruI
gene-EST35_0041	0	0	0	0	1601	7207	5002	7027	5595	4832	9090	2995	5120	phage	gene-EST35_0041
gene-PA0705	356	232	425	339	261	198	211	54	47	87	41	12	12	host	migA
gene-PA3774	7	5	13	5	13	14	6	4	2	4	34	1	0	host	gene-PA3774
gene-EST35_0359	0	0	0	0	101501	52929	9501	79106	31365	34287	25469	12610	23896	phage	gene-EST35_0359
gene-PA2749	86	72	103	106	136	60	90	50	17	34	21	8	8	host	endA
gene-PA4813	16	14	25	19	33	14	28	7	5	8	30	3	4	host	lipC
gene-PA4626	45	36	69	75	55	39	62	27	11	21	36	5	4	host	hprA
gene-PA2696	50	26	45	43	33	27	33	11	7	9	24	1	5	host	gene-PA2696
gene-PA1997	65	49	92	104	114	67	79	40	27	25	44	6	8	host	gene-PA1997
gene-PA5053	235	270	828	385	1209	281	181	488	586	178	117	124	95	host	hslV
gene-PA5567	384	319	490	676	274	174	364	71	50	112	43	12	11	host	gene-PA5567
gene-PA0183	34	28	53	49	46	31	51	21	15	22	87	6	3	host	atsA
gene-PA3851	255	204	319	384	422	166	300	143	30	80	54	9	7	host	gene-PA3851
gene-PA2877	95	66	88	122	90	57	104	17	12	16	30	3	6	host	gene-PA2877
gene-PA0816	75	55	73	90	122	70	75	41	16	23	42	4	4	host	gene-PA0816
gene-EST35_0038	0	0	0	0	138414	76598	30849	30061	70047	153734	9860	16687	18858	phage	gene-EST35_0038
gene-PA0606	170	203	374	164	127	161	238	29	38	75	82	13	9	host	gene-PA0606
gene-PA1499	10	7	12	11	17	14	18	10	7	5	14	3	0	host	gene-PA1499
gene-PA2985	79	67	142	150	80	52	116	17	23	48	37	8	11	host	gene-PA2985
gene-PA1031	808	460	839	845	874	473	637	277	100	197	123	47	38	host	gene-PA1031
gene-PA1308	223	122	229	262	217	135	284	49	31	76	17	9	15	host	gene-PA1308
gene-PA2528	121	98	125	179	225	77	168	64	54	79	55	11	13	host	gene-PA2528
gene-PA4315	1150	979	2011	1752	709	696	1081	104	152	323	30	41	58	host	mvaT
gene-PA4248	5100	3700	5341	8107	4218	3816	4023	828	2386	3581	339	799	1072	host	rplF
gene-PA2758	50	21	52	45	47	51	53	15	9	16	19	6	2	host	gene-PA2758
gene-PA1577	37	40	57	44	48	36	48	15	13	19	12	7	4	host	gene-PA1577
gene-PA0519	43	53	77	204	137	32	759	78	14	70	116	15	23	host	nirS
gene-PA3615	270	181	264	320	364	222	447	124	84	122	141	41	63	host	gene-PA3615
gene-PA0540	50	45	69	70	62	27	55	11	10	11	25	3	1	host	gene-PA0540
gene-PA2839	14	7	12	17	26	14	44	4	5	5	20	1	0	host	gene-PA2839
gene-PA4175	146	108	138	227	210	118	205	72	23	44	46	10	5	host	piv
gene-PA1326	67	46	41	67	74	34	44	22	7	22	31	9	2	host	ilvA2
gene-EST35_0346	0	0	0	0	517	3837	417	9763	10835	1588	212630	112686	55968	phage	gene-EST35_0346
gene-EST35_0061	0	0	0	0	11984	25057	25015	3695	4597	5538	1458	3778	4891	phage	gene-EST35_0061
gene-EST35_0114	0	0	0	0	50	452	30	4967	5728	2521	3845	2742	4600	phage	gene-EST35_0114
gene-PA3108	934	532	903	1171	965	516	954	214	226	537	81	54	62	host	purF
gene-PA0377	173	122	166	284	715	205	297	413	165	367	137	30	61	host	gene-PA0377
gene-PA3385	682	613	1300	1182	765	412	916	61	153	364	20	55	63	host	amrZ
gene-PA4277.3	22812	11590	26431	19363	25131	5976	13392	9033	1550	4169	964	215	635	host	gene-PA4277.3
gene-EST35_0402	0	0	0	0	1125	2619	140	3522	4060	2930	2681	2779	3241	phage	gene-EST35_0402
gene-PA0643	147	99	140	198	183	154	109	72	72	48	57	28	15	host	gene-PA0643
gene-PA3713	162	131	209	303	149	105	108	45	21	28	66	7	4	host	spdH
gene-PA3704	436	307	412	542	755	316	699	236	59	111	132	20	26	host	wspE
gene-PA0063	203	163	247	360	371	163	273	116	33	49	74	8	10	host	gene-PA0063
gene-PA3972	122	72	122	125	210	258	265	67	49	74	81	14	26	host	gene-PA3972
gene-PA5389	21	19	43	29	37	25	33	13	6	9	58	5	3	host	cdhR
gene-PA2323	233	132	186	149	123	85	156	51	27	70	51	7	15	host	gene-PA2323
gene-PA0937	378	276	469	352	288	238	302	35	42	80	25	9	10	host	gene-PA0937
gene-PA3855	60	66	94	100	110	86	141	23	18	34	25	5	1	host	gene-PA3855
gene-PA0252	31	16	34	46	20	17	14	1	1	8	26	1	1	host	gene-PA0252
gene-PA4824	27	21	31	42	49	26	39	29	10	18	36	1	0	host	gene-PA4824
gene-PA5234	84	78	107	128	145	87	105	47	17	30	59	11	6	host	gene-PA5234
gene-PA1304	190	119	195	222	236	107	174	48	36	55	49	3	11	host	gene-PA1304
gene-PA2754	19	15	40	52	57	56	112	7	28	32	10	12	15	host	gene-PA2754
gene-PA1270	23	18	42	59	78	44	42	23	9	11	26	1	2	host	gene-PA1270
gene-PA0478	27	14	39	26	34	22	30	8	2	14	20	3	1	host	gene-PA0478
gene-PA1992	62	27	56	61	99	40	104	38	14	34	39	5	8	host	ercS
gene-PA1801	2330	1439	2430	2596	1757	1041	1697	673	299	625	189	104	84	host	clpP
gene-PA4272.1	3439	2721	5866	5312	4219	3779	3293	802	1102	2523	219	234	329	host	gene-PA4272.1
gene-PA2270	129	118	165	276	259	89	106	54	10	16	13	3	2	host	gene-PA2270
gene-PA3687	250	170	234	260	297	170	230	101	34	55	83	18	16	host	ppc
gene-PA2312	16	8	23	18	28	13	17	7	3	7	27	1	3	host	gene-PA2312
gene-PA2219	12	12	17	26	20	16	21	9	2	9	17	3	0	host	opdE
gene-PA0677	1	7	13	9	25	13	19	8	5	5	25	0	2	host	gene-PA0677
gene-PA2716	21	18	26	34	36	23	33	16	8	14	18	4	7	host	gene-PA2716
gene-PA1518	50	37	53	58	58	37	56	2	8	13	13	5	6	host	gene-PA1518
gene-PA1022	14	8	31	20	20	13	20	4	5	10	24	1	3	host	gene-PA1022
gene-PA1002	126	71	120	216	585	145	453	245	36	154	54	7	13	host	phnB
gene-PA2956	173	105	197	184	177	106	148	37	16	26	37	4	3	host	gene-PA2956
gene-PA4654	13	15	15	22	23	15	27	4	5	13	31	2	3	host	gene-PA4654
gene-PA2121	12	8	9	16	17	4	20	5	2	10	25	5	0	host	gene-PA2121
gene-PA3911	13	15	8	78	41	9	148	22	2	4	22	0	1	host	gene-PA3911
gene-PA2087	2	5	7	12	8	5	10	1	1	0	14	1	0	host	gene-PA2087
gene-PA2936	9	3	12	12	12	9	5	0	0	3	7	0	0	host	gene-PA2936
gene-PA1686	93	64	81	189	193	62	163	52	16	47	17	4	2	host	alkA
gene-PA4812	800	586	813	1777	1332	652	2055	250	143	271	154	58	65	host	fdnG
gene-PA3121	281	153	224	327	303	159	365	111	36	75	66	19	26	host	leuC
gene-PA4838	45	30	72	77	50	36	55	18	11	18	42	3	4	host	gene-PA4838
gene-PA0524	29	26	49	75	89	27	239	33	7	23	80	3	6	host	norB
gene-PA3905	123	93	116	249	219	55	172	38	9	33	18	4	5	host	gene-PA3905
gene-PA3035	8	5	17	19	19	9	15	2	3	4	23	1	3	host	gene-PA3035
gene-PA4789	26	23	32	32	32	28	25	5	11	13	12	3	2	host	gene-PA4789
gene-PA0861	333	222	364	435	402	249	468	107	47	107	127	17	21	host	gene-PA0861
gene-PA0471	22	13	31	32	23	16	21	19	6	26	48	1	2	host	gene-PA0471
gene-PA0152	170	146	156	247	241	93	209	88	17	32	56	7	7	host	pcaQ
gene-PA0499	21	5	39	17	14	7	24	9	9	9	55	3	2	host	gene-PA0499
gene-PA1056	293	280	347	654	679	319	615	362	100	236	153	25	51	host	gene-PA1056
gene-PA1898	28	13	39	25	35	21	24	23	3	10	16	2	5	host	qscR
gene-PA3520	0	2	10	4	3	2	0	0	0	2	10	1	1	host	gene-PA3520
gene-PA3039	24	15	35	35	32	19	44	8	2	17	47	4	3	host	gene-PA3039
gene-PA1199	871	675	985	1203	729	472	774	118	64	184	47	14	20	host	gene-PA1199
gene-PA0416	85	80	99	190	361	65	134	131	7	28	27	2	5	host	chpD
gene-PA2266	98	83	120	185	257	135	164	70	39	87	39	16	14	host	gene-PA2266
gene-PA2329	17	5	7	28	12	11	18	10	3	6	13	2	1	host	gene-PA2329
gene-PA1569	11	4	13	13	18	16	14	10	3	6	27	1	4	host	gene-PA1569
gene-PA4814	11	10	34	29	31	11	21	7	3	10	77	4	2	host	fadH2
gene-PA2605	33	25	51	82	60	51	77	19	15	33	15	5	3	host	gene-PA2605
gene-PA3549	3	6	15	5	7	6	7	4	3	3	23	0	3	host	algJ
gene-PA4573	61	47	73	89	109	96	106	27	25	49	19	9	5	host	gene-PA4573
gene-PA4392	87	42	91	73	99	62	69	30	9	23	22	4	6	host	gene-PA4392
gene-PA1493	486	246	429	591	348	189	288	58	77	143	37	19	35	host	cysP
gene-PA1206	151	77	135	134	134	80	194	40	34	88	24	7	12	host	gene-PA1206
gene-PA4057	373	299	458	626	303	201	458	62	47	82	29	7	11	host	nrdR
gene-PA0367	81	56	108	89	86	63	91	17	14	33	64	11	10	host	gene-PA0367
gene-PA3593	29	20	39	44	47	49	36	19	5	12	73	3	5	host	gene-PA3593
gene-PA2022	35	30	68	45	79	55	142	26	15	44	19	5	9	host	gene-PA2022
gene-PA3424	21	13	24	47	22	27	43	19	4	12	28	0	3	host	gene-PA3424
gene-PA4852	2282	1419	2337	2925	4331	1747	2563	2214	609	1155	727	132	234	host	gene-PA4852
gene-PA2444	68	45	79	82	127	63	106	66	21	40	62	8	6	host	glyA2
gene-PA2040	434	246	467	356	367	242	493	59	57	122	49	10	16	host	gene-PA2040
gene-PA2989	37	34	88	61	52	91	153	11	19	44	14	4	12	host	gene-PA2989
gene-PA3132	41	24	34	30	311	79	48	286	90	162	55	13	10	host	gene-PA3132
gene-PA3614	91	87	126	115	155	152	214	44	49	75	58	28	35	host	gene-PA3614
gene-PA3708	834	622	1043	1004	759	415	749	216	92	160	101	22	29	host	wspA
gene-PA4426	246	273	442	612	291	268	321	56	67	152	37	17	25	host	gene-PA4426
gene-PA0654	1901	1775	3595	2997	655	460	453	42	118	194	71	27	48	host	speD
gene-PA5180	25	26	64	53	54	42	32	27	13	16	48	14	24	host	gene-PA5180
gene-PA2268	46	43	52	72	130	39	61	24	5	11	24	2	1	host	gene-PA2268
gene-PA1806	165	111	169	186	170	80	199	53	20	33	10	5	7	host	fabI
gene-PA1049	154	117	175	278	221	115	253	63	25	59	20	10	11	host	pdxH
gene-EST35_0429	0	0	0	0	20012	11516	2853	27127	11288	11746	7529	1944	4760	phage	gene-EST35_0429
gene-PA0435	34	42	39	92	114	71	61	48	17	17	76	3	4	host	gene-PA0435
gene-PA3500	10	7	6	8	18	12	8	9	2	11	37	3	4	host	gene-PA3500
gene-PA1636	175	110	133	223	261	94	166	110	21	35	81	9	10	host	kdpD
gene-PA4461	737	733	1236	1559	975	584	1035	227	187	490	84	33	69	host	gene-PA4461
gene-PA2421	22	10	18	21	25	10	18	18	4	5	28	5	2	host	gene-PA2421
gene-PA4784	83	52	58	102	66	38	103	31	13	26	52	2	6	host	gene-PA4784
gene-PA1920	9	9	14	5	30	14	41	7	3	7	40	3	2	host	nrdD
gene-PA5531	169	155	264	361	205	128	172	75	48	168	87	12	24	host	tonB1
gene-PA2206	30	19	19	29	57	29	39	10	6	9	19	2	1	host	gene-PA2206
gene-EST35_0007	0	0	0	0	678	4186	231	2592	5511	5328	3587	2173	3580	phage	gene-EST35_0007
gene-PA5500	266	182	249	387	430	211	350	135	55	107	76	8	13	host	znuC
gene-EST35_0006	0	0	0	0	944	3409	179	2621	4115	4643	3402	1881	2706	phage	gene-EST35_0006
gene-PA3435	228	127	217	210	206	135	161	26	41	78	26	7	9	host	gene-PA3435
gene-PA4819	12	12	20	29	15	12	11	8	0	5	23	2	2	host	gene-PA4819
gene-PA3872	4	5	12	11	121	9	147	55	5	29	13	0	5	host	narI
gene-PA1111	9	6	9	11	25	9	18	7	4	6	15	2	1	host	gene-PA1111
gene-PA1101	933	622	859	1129	1117	559	1180	164	81	203	87	35	30	host	fliF
gene-PA5060	746	393	662	776	1432	601	980	292	300	529	139	123	175	host	phaF
gene-EST35_0436	0	0	0	0	1838	2743	69	7170	6764	5741	2320	1497	3429	phage	gene-EST35_0436
gene-PA2851	5417	3739	6963	6887	3539	1897	3206	536	408	1090	105	70	139	host	efp
gene-PA4694	1430	1100	1837	2264	704	642	1037	106	151	278	74	56	52	host	ilvC
gene-PA4361	75	47	79	73	76	57	79	26	4	28	27	8	6	host	gene-PA4361
gene-PA1225	13	20	14	38	29	12	20	7	1	5	30	3	3	host	gene-PA1225
gene-PA3644	1465	1065	1642	1799	1835	1064	1789	473	283	597	103	48	76	host	lpxA
gene-PA1863	55	41	86	105	100	75	155	27	26	38	12	4	9	host	modA
gene-PA3394	10	10	19	28	58	18	145	24	5	7	20	1	0	host	nosF
gene-PA1953	8	11	12	26	22	9	16	11	5	6	22	0	1	host	gene-PA1953
gene-PA4747	23438	14842	24352	25354	23618	12866	19993	8630	2023	5959	1596	279	761	host	secG
gene-PA3317	172	116	196	269	269	112	211	71	24	55	33	3	10	host	gene-PA3317
gene-PA4514	109	100	189	197	104	121	157	41	28	61	108	6	15	host	gene-PA4514
gene-PA4187	17	16	49	24	20	21	23	16	3	8	80	2	2	host	gene-PA4187
gene-EST35_0399	0	0	0	0	861	792	140	1850	953	658	2639	1787	1632	phage	gene-EST35_0399
gene-PA2838	13	8	11	18	27	14	30	7	5	7	30	2	4	host	gene-PA2838
gene-PA4421.1	1359266	682168	1062292	1224163	2025122	898825	1024647	1047168	289302	521448	241175	96397	116799	host	rnpB
gene-PA1872	76	51	77	85	78	47	69	26	12	31	20	6	7	host	gene-PA1872
gene-PA0622	411	299	248	496	594	470	223	228	157	129	135	71	31	host	gene-PA0622
gene-PA4794	52	47	80	73	49	45	71	18	4	16	16	2	4	host	gene-PA4794
gene-PA1547	49	45	57	126	109	52	154	36	18	23	10	2	4	host	gene-PA1547
gene-PA1208	79	75	107	109	100	66	112	34	21	35	55	12	9	host	gene-PA1208
gene-PA2396	41	29	65	48	50	15	57	3	6	19	41	5	8	host	pvdF
gene-PA1851	31	40	32	36	56	31	71	22	9	23	19	3	5	host	gene-PA1851
gene-PA5172	144	106	156	593	1808	431	4678	279	149	539	115	83	177	host	arcB
gene-EST35_0440	0	0	0	0	472	654	37	3984	5162	3658	1979	1362	3653	phage	gene-EST35_0440
gene-PA3182	296	109	134	169	517	154	710	164	38	180	43	15	15	host	pgl
gene-PA1895	9	7	31	8	27	30	22	4	10	15	39	5	4	host	gene-PA1895
gene-PA1384	16	10	54	19	16	15	27	3	2	8	58	4	3	host	galE
gene-PA4188	5	4	11	12	11	7	6	7	1	2	32	2	1	host	gene-PA4188
gene-PA2714	45	48	61	79	57	45	65	28	9	11	64	7	3	host	gene-PA2714
gene-PA2410	59	42	81	126	176	61	72	27	10	19	21	0	6	host	gene-PA2410
gene-EST35_0209	0	0	0	0	110	556	64	9453	9661	1878	101208	124960	96248	phage	gene-EST35_0209
gene-PA2844	56	36	62	100	103	43	69	34	11	21	26	1	3	host	gene-PA2844
gene-PA0840	73	45	66	79	742	128	199	80	24	37	57	4	7	host	gene-PA0840
gene-PA3229	20	14	31	23	13	20	32	12	9	9	15	0	3	host	gene-PA3229
gene-EST35_0219	0	0	0	0	24	457	92	8921	7650	409	66205	37875	21367	phage	gene-EST35_0219
gene-PA0145	43	37	58	83	112	47	64	33	19	10	28	3	5	host	gene-PA0145
gene-PA4151	17	10	31	23	45	21	28	22	4	8	38	3	4	host	acoB
gene-PA2350	10	4	15	6	12	7	11	7	2	3	15	1	0	host	gene-PA2350
gene-PA1538	28	16	30	16	22	19	21	5	6	6	45	3	10	host	gene-PA1538
gene-PA0493	57	38	66	80	59	58	171	21	9	62	11	1	7	host	gene-PA0493
gene-PA0372	178	156	265	375	281	170	283	40	83	194	51	24	21	host	gene-PA0372
gene-EST35_0406	0	0	1	0	8143	3932	562	16730	5141	4412	7851	2695	2988	phage	gene-EST35_0406
gene-PA3489	63	52	102	137	106	76	119	23	22	37	27	7	2	host	gene-PA3489
gene-PA4742	1013	903	1225	2027	1926	1194	1852	752	397	842	154	89	127	host	truB
gene-PA5383	7	10	14	15	13	12	15	7	2	4	48	3	4	host	gene-PA5383
gene-PA1219	7	2	6	7	16	5	9	5	2	2	10	1	2	host	gene-PA1219
gene-PA1075	202	152	212	271	186	162	302	55	35	77	26	8	11	host	gene-PA1075
gene-PA1958	116	93	172	198	154	80	179	48	19	40	31	5	8	host	gene-PA1958
gene-PA4178	39	19	45	57	32	17	33	10	8	20	31	1	3	host	gene-PA4178
gene-PA2845	2	5	3	7	14	3	6	2	1	2	4	1	0	host	gene-PA2845
gene-PA4033	5	6	16	16	7	7	15	2	1	6	8	1	1	host	gene-PA4033
gene-PA4442	2436	447	542	772	713	458	469	341	317	304	152	51	91	host	cysN
gene-PA1361	386	291	402	780	673	296	442	205	77	163	98	20	23	host	gene-PA1361
gene-PA1808	51	50	111	107	69	75	139	12	20	44	21	8	3	host	gene-PA1808
gene-PA3603	136	126	229	210	108	103	264	25	22	45	14	6	3	host	dgkA
gene-PA3818	1200	1109	2009	2697	1775	694	1195	541	307	686	160	67	116	host	gene-PA3818
gene-PA0885	6	10	6	9	18	13	18	2	5	6	30	0	1	host	gene-PA0885
gene-PA4262	5430	3075	3840	6154	6119	3815	2888	1260	2937	3474	467	831	1311	host	rplD
gene-PA1658	55	48	66	136	117	38	141	39	15	27	34	2	7	host	gene-PA1658
gene-PA1343	69	52	82	108	33	8	19	5	6	6	15	2	3	host	gene-PA1343
gene-PA0135	2	2	4	1	4	1	2	2	1	1	25	2	0	host	gene-PA0135
gene-PA1200	182	136	208	358	174	138	259	33	27	50	31	6	12	host	gene-PA1200
gene-PA2143	2	1	5	4	14	6	6	7	0	3	2	0	1	host	gene-PA2143
gene-PA1824	177	152	244	285	358	141	274	104	22	74	44	7	6	host	gene-PA1824
gene-EST35_0451	0	0	0	0	6142	7975	862	15237	7182	6503	2729	1711	3554	phage	gene-EST35_0451
gene-PA4728	77	90	118	234	236	78	167	65	16	46	34	10	6	host	folK
gene-PA0862	110	85	130	113	144	105	149	41	26	52	26	10	9	host	gene-PA0862
gene-PA4981	26	16	51	22	28	34	27	8	8	8	53	1	2	host	gene-PA4981
gene-PA3805	653	592	1084	1077	1184	630	952	312	202	444	67	37	94	host	pilF
gene-PA0989	50	47	69	73	64	46	65	12	12	26	30	3	3	host	gene-PA0989
gene-PA4829	82	62	96	105	113	71	86	26	15	24	77	14	5	host	lpd3
gene-EST35_0320	0	0	0	0	2281	1304	28	11760	7691	3289	47993	23931	28176	phage	gene-EST35_0320
gene-PA3356	477	219	255	295	367	190	338	115	58	105	53	23	19	host	gene-PA3356
gene-PA3879	71	74	77	175	141	74	167	42	20	31	40	7	11	host	narL
gene-PA1197	107	84	107	123	129	77	146	46	22	39	50	9	11	host	gene-PA1197
gene-PA1509	113	98	221	147	75	84	126	26	29	21	29	9	11	host	gene-PA1509
gene-PA1216	4	1	17	8	8	6	8	5	0	4	47	0	1	host	gene-PA1216
gene-PA2002	9	17	15	17	22	16	21	3	3	13	26	1	2	host	gene-PA2002
gene-PA5008	557	402	655	779	644	304	672	153	92	151	77	21	29	host	gene-PA5008
gene-PA4647	898	745	1056	1465	931	688	924	425	134	269	186	24	45	host	uraA
gene-PA1339	146	130	235	199	138	68	75	18	21	56	31	10	7	host	gene-PA1339
gene-PA2248	85	55	80	42	227	194	101	241	149	265	70	33	56	host	bkdA2
gene-PA4414	1306	1058	1554	1896	1917	1015	1893	621	252	449	161	71	86	host	murD
gene-PA2001	46	39	45	86	86	56	59	31	13	39	22	5	9	host	atoB
gene-PA2804	4	4	8	3	7	8	6	5	2	4	12	1	2	host	gene-PA2804
gene-EST35_0028	0	0	0	0	1020	2515	218	3387	4411	3779	778	798	2093	phage	gene-EST35_0028
gene-PA5372	228	223	319	316	687	130	295	324	79	131	126	24	32	host	betA
gene-PA3022	130	124	140	194	228	136	170	92	36	72	61	12	12	host	gene-PA3022
gene-PA5554	8012	5335	7949	11037	8812	4946	4906	1501	1646	2922	319	474	487	host	atpD
gene-PA4744	7118	4956	7090	9632	9814	3647	6336	4623	1668	3291	1041	422	521	host	infB
gene-PA3200	275	146	225	328	314	164	293	112	33	86	33	11	13	host	gene-PA3200
gene-PA2695	190	106	159	231	150	77	124	47	17	36	38	3	7	host	gene-PA2695
gene-PA1873	18	4	10	10	15	9	10	4	2	3	31	0	0	host	gene-PA1873
gene-PA2008	13	19	16	21	56	66	74	15	23	91	21	13	17	host	fahA
gene-PA3955	38	38	98	98	82	52	79	20	10	19	33	2	3	host	gene-PA3955
gene-PA0629	83	57	84	118	280	149	80	130	50	42	48	17	18	host	gene-PA0629
gene-PA0851	49	47	52	73	78	43	53	17	13	27	14	3	2	host	gene-PA0851
gene-PA2303	20	12	18	26	39	37	50	10	15	14	22	6	5	host	ambD
gene-PA3471	635	349	529	637	462	289	467	117	87	185	74	22	27	host	gene-PA3471
gene-PA2095	14	14	23	24	23	17	24	10	7	5	18	2	2	host	gene-PA2095
gene-EST35_0115	0	0	0	0	11	308	25	1967	5413	2357	2848	2483	4291	phage	gene-EST35_0115
gene-PA1971	71	92	121	216	112	67	184	27	12	19	31	5	3	host	braZ
gene-PA4171	22	13	26	16	18	16	23	6	5	8	28	1	2	host	gene-PA4171
gene-PA3300	75	57	105	64	80	83	106	7	17	39	75	9	5	host	fadD2
gene-PA2707	147	85	181	151	83	74	94	29	25	47	39	12	7	host	gene-PA2707
gene-PA4935	8511	6763	11835	13638	8203	4383	5584	1362	1786	3505	246	399	507	host	rpsF
gene-PA4850	229	163	282	428	308	160	243	61	57	154	47	8	16	host	prmA
gene-PA2460	85	55	105	121	50	37	155	14	14	10	19	9	9	host	gene-PA2460
gene-PA3747	295	326	607	532	254	280	415	42	60	155	50	13	12	host	gene-PA3747
gene-EST35_0329	0	0	0	0	27	102	1	9313	5541	3035	14716	4498	5899	phage	gene-EST35_0329
gene-PA4003	1268	1019	1605	2059	2047	786	1415	611	230	366	204	54	80	host	pbpA
gene-PA0644	41	28	63	58	52	48	39	16	17	17	47	7	4	host	gene-PA0644
gene-EST35_0052	0	0	0	0	12553	14844	21065	1473	3334	4220	2758	2800	2961	phage	gene-EST35_0052
gene-PA4841	148	169	235	272	277	123	161	130	36	43	51	9	6	host	gene-PA4841
gene-PA4923	150	111	193	303	188	116	156	62	22	59	25	8	7	host	gene-PA4923
gene-PA0788	107	77	162	107	216	137	215	99	54	63	111	18	18	host	gene-PA0788
gene-PA4170	71	74	83	94	74	41	80	26	7	14	36	2	2	host	gene-PA4170
gene-PA4637	1102	808	1483	1448	2002	842	1090	2035	245	239	928	95	81	host	gene-PA4637
gene-PA3404	10	4	14	13	38	15	38	8	5	12	35	2	3	host	gene-PA3404
gene-PA4801	99	109	158	236	182	55	164	55	13	24	23	2	1	host	gene-PA4801
gene-PA5320	918	699	1097	1603	1162	465	883	335	65	170	161	14	20	host	coaC
gene-PA3946	76	54	107	57	82	51	94	19	10	16	173	13	7	host	rocS1
gene-PA3032	111	77	137	195	111	61	87	25	25	57	35	6	8	host	snr1
