Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS15400	361	519	516	433	866	743	825	1711	1878	1714	host	gene-VC_RS15400	0.5799134463446679	0	1
gene-VC_RS08065	275	313	272	274	560	485	519	817	796	620	host	gene-VC_RS08065	0.4029873952991783	0	1
gene-VC_RS13210	386	419	305	354	921	873	961	1199	1128	1057	host	gene-VC_RS13210	0.4408534284170476	0	1
gene-VC_RS13825	514	583	526	572	1590	1530	1540	2362	2610	2174	host	gene-VC_RS13825	0.551542970672436	0	1
gene-VC_RS17475	226	273	229	251	511	568	508	815	782	803	host	gene-VC_RS17475	0.46676798255262797	0	1
gene-VC_RS00010	1140	1098	1087	1081	1728	1834	1561	1912	1820	1608	host	mnmE	0.2217024305606031	0	1
gene-VC_RS14900	610	755	904	838	829	646	672	756	937	731	host	gene-VC_RS14900	0.13436026913373725	0	1
gene-VC_RS15360	208	295	189	239	483	401	614	1270	1172	1187	host	gene-VC_RS15360	0.6845439228307808	0	1
gene-VC_RS17075	840	1026	940	1096	1470	1486	1326	2248	1948	2190	host	gene-VC_RS17075	0.3352751232941147	0	1
gene-VC_RS09215	726	916	961	970	1155	1175	1051	1688	1888	1457	host	pyrF	0.2911145722121731	0	1
gene-VC_RS18210	90	102	86	98	175	149	166	271	323	285	host	gene-VC_RS18210	0.4807558436774733	0	1
gene-VC_RS10860	2658	2730	2930	2560	2154	2258	2270	2571	2617	2382	host	lpxA	0.09148150362028719	0	1
gene-VC_RS01000	199	192	190	188	197	190	182	307	283	254	host	gene-VC_RS01000	0.1980959215061115	0	1
gene-VC_RS12385	1228	1547	1525	1048	3124	3334	3381	5490	6542	4692	host	gene-VC_RS12385	0.5671311177847825	0	1
gene-VC_RS04180	828	930	842	862	1140	946	1142	1709	2156	1619	host	acfB	0.3552805036587013	0	1
gene-VC_RS05150	429	628	514	566	850	874	825	2383	2495	2518	host	fadJ	0.691323507885245	0	1
gene-VC_RS14060	351	362	305	332	496	560	521	750	799	741	host	lhgO	0.34118369494312956	0	1
gene-VC_RS12565	103	111	169	162	121	104	112	193	209	185	host	gene-VC_RS12565	0.26448029725902006	0	1
gene-VC_RS06110	810	863	897	877	909	925	869	936	862	850	host	gene-VC_RS06110	0.04071836132313235	1	1
gene-VC_RS04860	1096	1291	1283	1250	1882	1842	1959	2323	2497	2123	host	toxS	0.26740068636550407	0	1
gene-VC_RS06620	1542	1763	1933	1772	1923	1840	1867	2200	2561	2091	host	gene-VC_RS06620	0.13658765731465428	0	1
gene-VC_RS10835	382	458	440	513	697	759	638	842	806	813	host	tilS	0.2594463917526987	0	1
gene-VC_RS13105	858	1040	1083	1231	980	1091	932	1166	1130	1085	host	nudE	0.09964451870318047	0	1
gene-VC_RS13685	1064	1408	1181	1111	2119	2268	2260	6037	6118	5392	host	gene-VC_RS13685	0.6869991589317319	0	1
gene-VC_RS06375	731	940	903	976	1379	1559	1201	2030	2011	1970	host	tyrR	0.34526319029664676	0	1
gene-VC_RS09610	907	960	903	935	1326	1381	1357	1638	1793	1597	host	gene-VC_RS09610	0.24868121319913675	0	1
gene-VC_RS09585	1628	1911	1957	1887	1896	1635	1828	2325	2356	2057	host	purU	0.11963497017591217	0	1
gene-VC_RS12770	1351	1280	1104	1215	1706	1882	1989	2308	1845	1984	host	cysE	0.22971832232434286	0	1
gene-VC_RS14755	260	323	332	305	350	275	280	567	546	517	host	gene-VC_RS14755	0.30199604524672297	0	1
gene-VC_RS09140	320	432	480	440	583	530	520	585	545	548	host	gene-VC_RS09140	0.15640106785704325	0	1
gene-VC_RS03650	940	959	970	1040	895	769	876	905	974	850	host	ppk1	0.07870198255044385	0	1
gene-VC_RS18750	457	461	449	404	1085	933	1304	1808	3177	1725	host	gene-VC_RS18750	0.705862821174806	0	1
gene-VC_RS12175	1883	1810	1743	1891	2476	2377	2565	2821	3055	2504	host	kdsD	0.18750663703860757	0	1
gene-VC_RS04585	65	80	107	80	134	120	124	181	194	182	host	vpsG	0.34582191379886923	0	1
gene-VC_RS11715	694	685	592	690	1205	1197	1325	1527	1601	1437	host	yqiA	0.33927963495387364	0	1
gene-VC_RS13630	444	492	500	505	404	323	369	540	533	527	host	gene-VC_RS13630	0.1542693053821001	0	1
gene-VC_RS03555	241	270	330	324	176	126	115	123	152	136	host	hpf	0.4028389462251224	0	1
gene-VC_RS09660	468	558	513	565	932	978	890	1743	1982	1756	host	pyk	0.5269840355756374	0	1
gene-VC_RS13750	1062	959	930	964	1958	2292	2161	2876	2922	2575	host	gene-VC_RS13750	0.4167743222712227	0	1
gene-VC_RS11040	831	795	883	880	784	769	767	754	790	686	host	gene-VC_RS11040	0.07060630888905967	0	1
gene-VC_RS05250	1814	1796	1981	1619	1208	1838	1086	1455	1958	1139	host	ffs	0.20530796033439214	0	1
gene-VC_RS16730	174	205	173	191	470	526	484	963	975	945	host	gene-VC_RS16730	0.6298998522318635	0	1
gene-VC_RS09580	121	112	93	117	79	83	67	108	103	84	host	gene-VC_RS09580	0.17798089403355905	0	1
gene-VC_RS13900	114	112	136	150	105	108	94	137	150	127	host	tssG	0.15020704906819138	0	1
gene-VC_RS10160	403	499	563	585	1049	1214	960	1285	1355	1227	host	gene-VC_RS10160	0.3798279934617925	0	1
gene-VC_RS18025	346	379	283	327	779	783	747	1174	1183	1043	host	gene-VC_RS18025	0.4776718474719333	0	1
gene-VC_RS06295	178	186	198	163	247	277	229	480	437	424	host	gene-VC_RS06295	0.4024349736461681	0	1
gene-VC_RS01725	2542	3201	2138	2375	5842	6395	6455	16110	15214	15220	host	queG	0.7211148178552972	0	1
gene-VC_RS03960	84	110	79	84	200	188	225	359	355	337	host	gene-VC_RS03960	0.5385258257732957	0	1
gene-VPVV882_gp57	12044	17501	12303	13311	115913	129030	129685	154263	157981	145924	phage	gene-VPVV882_gp57	0.7022646549194637	0	0
gene-VC_RS10470	847	962	1038	963	1506	1508	1192	1451	1923	1253	host	lolB	0.2500487978468658	0	1
gene-VC_RS01215	2513	2455	2477	2144	1597	1206	1551	1550	1580	1399	host	gene-VC_RS01215	0.25504473053829146	0	1
gene-VC_RS13710	862	908	628	623	1106	1014	1059	1423	1471	1254	host	gene-VC_RS13710	0.26921862862647045	0	1
gene-VC_RS12340	3293	3241	3489	3573	458	411	1405	316	315	291	host	cysD	0.8573594188938584	0	1
gene-VC_RS15520	631	684	615	622	1291	1160	1394	1904	1923	1744	host	gene-VC_RS15520	0.4283441940636468	0	1
gene-VC_RS13250	823	866	795	912	1660	1676	1571	2310	2651	2206	host	add	0.42001478980360163	0	1
gene-VC_RS08805	138	182	154	155	305	276	251	444	463	426	host	gene-VC_RS08805	0.4301599431452488	0	1
gene-VC_RS05735	1222	1212	1311	1343	733	653	729	933	915	846	host	trpB	0.2491644678146993	0	1
gene-VC_RS15940	1254	1372	1574	1301	1902	2100	1948	2171	2354	1995	host	ylqF	0.20717532287541707	0	1
gene-VC_RS12505	14745	16982	14824	14850	25637	24586	25627	31492	28445	27013	host	rplB	0.2707596064740325	0	1
gene-VC_RS07555	138	164	172	146	301	274	304	411	442	388	host	gene-VC_RS07555	0.39813152496716253	0	1
gene-VC_RS07795	861	981	912	864	727	743	785	1406	1496	1395	host	gene-VC_RS07795	0.2775426472410027	0	1
gene-VC_RS14530	325	329	287	322	374	328	384	445	406	377	host	gene-VC_RS14530	0.12605851257517325	0	1
gene-VC_RS17655	581	643	911	887	659	600	645	673	550	550	host	hutX	0.18177068427226667	0	1
gene-VC_RS12670	4827	3825	3096	3621	4796	5222	6668	8162	7961	7660	host	gene-VC_RS12670	0.3215825074530451	0	1
gene-VC_RS04830	927	1051	1145	1163	1128	1045	985	1250	1204	1050	host	gene-VC_RS04830	0.08708748577279739	0	1
gene-VC_RS07590	62	76	58	74	174	160	149	286	311	308	host	gene-VC_RS07590	0.5879313835013331	0	1
gene-VC_RS16410	391	400	484	484	444	377	373	481	534	414	host	gene-VC_RS16410	0.11968892794066746	0	1
gene-VC_RS03010	1051	1102	967	986	1648	1518	1723	2276	2320	2096	host	panB	0.32271639407453423	0	1
gene-VC_RS06230	422	369	388	356	609	723	693	792	785	714	host	gene-VC_RS06230	0.2936730177530655	0	1
gene-VC_RS00410	1600	1717	1670	2425	1983	1941	2147	2085	2088	1897	host	ubiE	0.12109028787242689	0	1
gene-VC_RS11650	588	637	665	666	955	910	838	1133	1022	1153	host	xerD	0.23283918705598422	0	1
gene-VC_RS11025	1318	1369	1382	1258	2559	2379	2445	4051	4363	3747	host	gene-VC_RS11025	0.45701649261019056	0	1
gene-VC_RS13705	112	119	140	109	242	295	253	421	332	396	host	gene-VC_RS13705	0.46570421808953194	0	1
gene-VC_RS13555	1215	1317	1401	1223	1139	1069	1237	1366	1435	1182	host	gene-VC_RS13555	0.08923375940270542	0	1
gene-VC_RS10080	467	480	529	521	591	654	598	753	773	711	host	gene-VC_RS10080	0.1737111170661495	0	1
gene-VC_RS03600	5334	3489	3686	3434	3465	5015	4384	2713	2050	2153	host	gene-VC_RS03600	0.2931212381920611	0	1
gene-VC_RS00100	385	526	546	689	592	645	509	988	1163	996	host	gene-VC_RS00100	0.3448670413327612	0	1
gene-VC_RS10690	820	984	1218	1222	1821	1633	1567	1976	1692	1436	host	gene-VC_RS10690	0.2449088253913076	0	1
gene-VC_RS06505	82	115	87	112	137	155	116	299	261	324	host	prpC	0.5091878923310604	0	1
gene-VC_RS00820	2914	2415	3695	2638	3029	6823	3464	1696	1575	1526	host	gene-VC_RS00820	0.4946706585940234	0	1
gene-VC_RS09155	2623	2579	2395	2472	2850	3072	3305	3709	3600	3490	host	gene-VC_RS09155	0.15538420080541354	0	1
gene-VC_RS00455	1036	996	1003	999	1249	1345	1390	1620	1463	1464	host	lexA	0.17627757772058378	0	1
gene-VC_RS02810	3497	2707	4297	2512	2614	4810	3927	2420	2096	2111	host	gene-VC_RS02810	0.2954429254085275	0	1
gene-VC_RS04795	1424	1464	1516	1493	1653	1408	1715	1726	1737	1513	host	cysZ	0.07846379194316394	0	1
gene-VC_RS11850	1159	1280	1234	1271	1732	2000	1721	2554	2377	2239	host	era	0.27932448412445327	0	1
gene-VC_RS09070	605	755	749	723	1091	929	1050	1350	1382	1213	host	gene-VC_RS09070	0.26541386929758626	0	1
gene-VC_RS03055	1894	1903	1771	1949	2279	2253	2258	3181	3003	2891	host	gene-VC_RS03055	0.206660763327051	0	1
gene-VC_RS09310	431	485	570	595	568	586	582	1027	859	1015	host	gene-VC_RS09310	0.3029961941975158	0	1
gene-VC_RS02310	456	540	604	613	523	494	446	606	567	544	host	mltC	0.10622489163572961	0	1
gene-VC_RS15930	723	826	774	788	1177	1345	1190	2120	2055	2016	host	clcA	0.4124214637037419	0	1
gene-VC_RS11240	571	650	653	632	1025	1012	974	1212	1210	1165	host	gene-VC_RS11240	0.26901301917340303	0	1
gene-VC_RS04380	631	539	647	601	468	460	464	960	1018	858	host	gene-VC_RS04380	0.2977443172654111	0	1
gene-VC_RS04330	168	162	185	202	211	181	199	229	175	175	host	gene-VC_RS04330	0.10591014603562528	0	1
gene-VC_RS03420	716	725	751	758	920	792	908	1164	1251	1134	host	nhaR	0.20956784606571882	0	1
gene-VC_RS03995	48	54	57	65	93	106	77	169	179	164	host	citF	0.479952419697018	0	1
gene-VC_RS13100	1206	1437	1516	1582	1500	1618	1398	1852	1568	1608	host	nfuA	0.10422343740428947	0	1
gene-VC_RS04825	2277	1941	2189	1962	1466	1413	1531	1545	1585	1309	host	gene-VC_RS04825	0.18818229975476988	0	1
gene-VC_RS08620	56	72	71	60	165	205	161	262	328	268	host	radC	0.5711418282957674	0	1
gene-VC_RS01915	413	348	380	419	337	356	344	291	210	293	host	gene-VC_RS01915	0.174506279015459	0	1
gene-VC_RS13545	535	525	533	534	571	534	568	677	774	638	host	gene-VC_RS13545	0.13298577716241078	0	1
gene-VC_RS06205	447	416	432	373	747	700	694	953	940	895	host	gene-VC_RS06205	0.32829624098276855	0	1
gene-VC_RS04730	2425	2450	2509	2244	1701	2203	1713	2137	2015	1807	host	lptE	0.13554167836120326	0	1
gene-VC_RS04140	47	48	34	32	35	16	36	36	40	46	host	tcpR	0.24052535633823774	0	1
gene-VC_RS11385	8134	7760	7968	8401	4671	4279	4297	4712	4574	4587	host	thrA	0.2944256105126583	0	1
gene-VC_RS16120	612	721	736	747	597	581	644	907	984	874	host	gene-VC_RS16120	0.17978182715106067	0	1
gene-VC_RS18515	198	226	178	173	437	350	405	585	588	552	host	gene-VC_RS18515	0.43587910916678874	0	1
gene-VC_RS06285	5357	5523	5248	4702	11538	11975	12938	15272	17917	13113	host	gene-VC_RS06285	0.43820340432326027	0	1
gene-VC_RS13970	40	49	28	39	68	66	57	125	121	111	host	rbsD	0.48296290099723943	0	1
gene-VC_RS12370	677	684	723	750	931	1077	887	1345	1347	1244	host	gene-VC_RS12370	0.2647237720010165	0	1
gene-VC_RS10225	2193	2097	2035	2003	2471	3067	3017	2673	2378	2229	host	fliM	0.15249385752702077	0	1
gene-VC_RS08705	11	18	12	13	35	27	26	41	51	43	host	gene-VC_RS08705	0.49050997327831475	0	1
gene-VC_RS03515	633	725	788	714	625	561	586	604	581	532	host	gene-VC_RS03515	0.12222326188023533	0	1
gene-VC_RS14985	227	234	300	284	407	380	445	954	1089	894	host	gene-VC_RS14985	0.5947722228921644	0	1
gene-VC_RS02040	461	556	552	593	404	408	334	555	514	572	host	gene-VC_RS02040	0.1683192573682397	0	1
gene-VC_RS04085	261	246	273	249	381	307	405	502	538	453	host	gene-VC_RS04085	0.28805767038315877	0	1
gene-VC_RS04865	2310	2333	2272	2299	4049	4399	4373	4291	4800	4013	host	gene-VC_RS04865	0.28709192536458394	0	1
gene-VC_RS15705	1438	1514	1348	1256	2644	2405	3197	4545	4365	4240	host	gene-VC_RS15705	0.46633420100144435	0	1
gene-VC_RS03645	1434	1413	1415	1348	1230	1174	1266	1461	1636	1373	host	ppx	0.0908602050377619	0	1
gene-VC_RS08840	1221	1497	1443	1628	2225	2165	2221	2738	2425	2613	host	nadA	0.2494550685931326	0	1
gene-VC_RS07030	352	338	308	332	184	142	169	140	153	111	host	gene-VC_RS07030	0.41191839702839483	0	1
gene-VC_RS00915	504	526	589	606	715	662	711	1027	1208	961	host	gene-VC_RS00915	0.29744088452654227	0	1
gene-VC_RS11860	4826	4046	3409	3621	7474	8282	10055	9395	7620	8664	host	lepB	0.3548112452228717	0	1
gene-VC_RS14075	167	205	193	196	353	306	306	537	567	507	host	gene-VC_RS14075	0.4351004179610336	0	1
gene-VC_RS16760	337	426	352	446	840	815	760	1350	1274	1245	host	torT	0.47805200592962954	0	1
gene-VC_RS18555	58	78	74	87	125	128	116	164	154	139	host	gene-VC_RS18555	0.3056031753183077	0	1
gene-VC_RS00095	1481	2054	1805	1892	5989	6318	7338	9785	10532	9421	host	gene-VC_RS00095	0.606184027982955	0	1
gene-VC_RS09535	650	622	562	564	1077	1134	1135	1526	1629	1372	host	rrtA	0.37617225477258115	0	1
gene-VC_RS04350	696	672	703	625	757	700	742	812	836	758	host	tsaA	0.08307834904230557	0	1
gene-VC_RS00170	275	329	363	335	302	275	309	340	308	293	host	gene-VC_RS00170	0.08704908199231212	0	1
gene-VC_RS16955	416	494	376	341	1424	1389	1617	2582	2899	2406	host	gene-VC_RS16955	0.6674847205149224	0	1
gene-VC_RS03880	119	142	214	203	241	217	204	244	180	173	host	gene-VC_RS03880	0.19850334294855493	0	1
gene-VC_RS18485	779	856	725	775	543	520	503	625	658	651	host	gene-VC_RS18485	0.17128150937190628	0	1
gene-VC_RS07600	346	421	387	406	707	619	626	1157	1064	1010	host	gene-VC_RS07600	0.42737936283410205	0	1
gene-VC_RS15305	370	474	402	430	935	934	959	1886	1853	1943	host	gene-VC_RS15305	0.6023703887265196	0	1
gene-VC_RS02930	5083	5884	6522	7156	6004	6121	5510	6498	5846	6396	host	gene-VC_RS02930	0.09039350732463984	0	1
gene-VC_RS03985	9	11	14	4	25	16	15	36	36	36	host	citD	0.5704035929043199	0	1
gene-VC_RS00785	1677	1645	1549	1654	1875	1924	2185	2093	2123	2016	host	vexR	0.11624695444559145	0	1
gene-VC_RS05640	1668	1908	2244	2024	1831	1786	1736	2287	2576	1968	host	gene-VC_RS05640	0.13563569671576597	0	1
gene-VC_RS08120	357	429	402	410	855	805	891	1086	992	957	host	pspA	0.37672305009375534	0	1
gene-VC_RS13075	1175	1140	1098	1138	1194	1225	1155	1516	1507	1332	host	gene-VC_RS13075	0.1160194430983761	0	1
gene-VC_RS05835	258	292	304	306	389	312	342	454	507	439	host	gene-VC_RS05835	0.2171862903574276	0	1
gene-VC_RS15920	988	1065	1006	843	458	298	425	429	417	371	host	cqsA	0.45971991867670686	0	1
gene-VC_RS08385	295	306	298	316	337	312	363	347	363	385	host	gene-VC_RS08385	0.08948856467157343	0	1
gene-VC_RS09985	490	437	490	518	762	733	777	953	948	866	host	gene-VC_RS09985	0.26992194669786146	0	1
gene-VC_RS10670	1446	1642	1788	1767	1924	1995	2000	1132	1136	1041	host	gene-VC_RS10670	0.22319875696228325	0	1
gene-VC_RS13040	3618	3893	4175	3886	2655	2631	2340	2110	2214	1870	host	rpoZ	0.2781899057879585	0	1
gene-VC_RS04720	664	655	780	741	591	580	697	719	716	654	host	rsfS	0.08864629064059863	0	1
gene-VC_RS13590	370	411	434	440	395	316	339	450	492	366	host	gene-VC_RS13590	0.12871846261823758	0	1
gene-VC_RS10955	3007	3610	3747	3654	4737	4565	4895	4886	4029	4358	host	ribE	0.1461760609205409	0	1
gene-VC_RS12355	764	786	680	705	1264	1301	1358	2032	2064	1850	host	gene-VC_RS12355	0.4067801319947108	0	1
gene-VC_RS14630	254	292	296	259	304	317	339	441	364	423	host	gene-VC_RS14630	0.18358026609312267	0	1
gene-VC_RS03025	511	460	484	466	710	654	661	1022	1019	947	host	gluQRS	0.31081616595455897	0	1
gene-VC_RS15750	1681	1583	1479	1412	3252	3137	3894	5134	4977	4799	host	gene-VC_RS15750	0.46207091358186836	0	1
gene-VC_RS13025	462	449	590	523	710	689	589	1333	1353	1129	host	gene-VC_RS13025	0.4272635913693696	0	1
gene-VC_RS09135	2185	2150	2165	2086	2193	2197	2479	2561	2574	2254	host	lpoB	0.07540575256872432	0	1
gene-VC_RS10085	642	654	713	777	657	525	572	616	626	625	host	gene-VC_RS10085	0.10285625097549553	0	1
gene-VC_RS17625	79	102	86	99	118	115	95	145	138	131	host	gene-VC_RS17625	0.1910204472584972	0	1
gene-VC_RS17145	210	275	268	285	447	395	423	669	838	703	host	gene-VC_RS17145	0.4513068142053564	0	1
gene-VC_RS15720	1151	1352	1168	1063	2320	2273	2534	4103	4439	3812	host	gene-VC_RS15720	0.5066390984870254	0	1
gene-VC_RS05935	1105	1170	929	1000	1632	1554	1696	2064	2146	1914	host	gene-VC_RS05935	0.2791018011741902	0	1
gene-VC_RS16665	2207	2233	2616	2839	532	606	525	457	495	439	host	gene-VC_RS16665	0.7552902164713209	0	1
gene-VC_RS12675	3101	2803	4297	2962	3185	3407	3324	3634	3531	3361	host	aroB	0.11723647046100671	0	1
gene-VC_RS10300	4921	4788	5061	4641	6019	6703	6651	5325	5125	4769	host	fliD	0.1363315912314698	0	1
gene-VC_RS08790	146	184	165	198	415	426	340	764	699	678	host	gene-VC_RS08790	0.5629445415183938	0	1
gene-VC_RS14455	4065	3835	3191	3098	6294	6705	7190	7354	6903	6385	host	gene-VC_RS14455	0.2989808403434947	0	1
gene-VC_RS08820	534	804	572	554	2291	2362	2316	3924	3446	3660	host	manA	0.6287201114456062	0	1
gene-VC_RS00730	4394	4332	4369	4112	2566	2354	2692	2315	2067	1960	host	gene-VC_RS00730	0.3179352613420455	0	1
gene-VC_RS12235	1096	1158	1323	1219	1213	1148	1362	1163	1137	1084	host	yjgA	0.07277634968533034	0	1
gene-VC_RS02910	1142	1454	1672	1595	1865	1736	1895	2026	2207	1954	host	zapE	0.16599212908896324	0	1
gene-VC_RS07900	933	1160	1228	1245	1588	1557	1387	1793	2146	1782	host	gene-VC_RS07900	0.23173320125604235	0	1
gene-VC_RS10010	137	172	166	189	172	179	150	192	174	178	host	gene-VC_RS10010	0.09271983404329528	0	1
gene-VPVV882_gp20	6665	10778	1594	1802	66931	84959	85952	109947	102610	110155	phage	gene-VPVV882_gp20	0.7730739409983183	0	0
gene-VC_RS10305	2199	2222	2268	2124	2610	2385	3179	2329	2026	2123	host	flaG	0.1354294592858231	0	1
gene-VC_RS09885	2362	2540	2546	2566	4091	3853	3951	4781	4871	4295	host	gene-VC_RS09885	0.2609667007936295	0	1
gene-VC_RS10265	1559	1707	1562	1692	1644	1597	1619	1967	1841	1780	host	fliF	0.07380035272832507	0	1
gene-VC_RS10595	683	640	652	703	799	771	698	725	782	639	host	flgJ	0.07885083999935419	0	1
gene-VC_RS02265	7169	6019	4327	3656	3125	3950	4628	2217	1650	1833	host	gene-VC_RS02265	0.4391900826616308	0	1
gene-VC_RS01895	1915	1695	1913	1782	1240	1349	1390	1085	1122	947	host	zur	0.23510002556597917	0	1
gene-VC_RS16395	163	180	156	175	287	328	245	498	498	447	host	gene-VC_RS16395	0.44242125496212736	0	1
gene-VC_RS17365	324	430	445	470	685	688	616	965	1027	1007	host	yjeH	0.36773128020416435	0	1
gene-VC_RS07290	726	792	785	741	642	643	641	780	711	767	host	gene-VC_RS07290	0.0806142798979841	0	1
gene-VC_RS12010	188	205	210	237	269	293	291	465	494	481	host	gene-VC_RS12010	0.36473835024516227	0	1
gene-VC_RS06635	715	821	788	869	1432	1487	1470	2302	2067	2336	host	queC	0.42000980225344176	0	1
gene-VC_RS05675	1656	1776	1949	2053	916	905	762	859	821	849	host	gene-VC_RS05675	0.40180060408766904	0	1
gene-VC_RS02320	806	734	767	782	660	587	588	627	634	559	host	mutY	0.12714986477545132	0	1
gene-VC_RS03940	139	117	133	122	207	217	239	291	420	324	host	gene-VC_RS03940	0.43120311900689495	0	1
gene-VC_RS17860	2819	2922	16117	2651	2800	2642	2975	2905	3264	2597	host	gene-VC_RS17860	0.9562813576042514	0	1
gene-VC_RS10100	1112	1265	1331	1196	1213	1072	1145	1135	986	978	host	gene-VC_RS10100	0.09415518199443594	0	1
gene-VC_RS08670	703	704	806	749	621	480	615	590	643	523	host	gene-VC_RS08670	0.14758796397474416	0	1
gene-VC_RS04065	766	744	776	806	1225	1164	1266	1543	1631	1374	host	gene-VC_RS04065	0.2829740828513766	0	1
gene-VC_RS01295	298	1075	286	308	497	522	474	925	841	869	host	gene-VC_RS01295	0.45480614767475386	0	1
gene-VC_RS08585	185	208	200	213	237	170	230	270	226	207	host	siaQ	0.1243433254865556	0	1
gene-VC_RS16015	788	781	819	789	1230	1114	1254	1591	1713	1372	host	gene-VC_RS16015	0.28779952488872523	0	1
gene-VC_RS09720	2953	2824	2825	2848	3442	3640	3174	3212	3302	3035	host	fabF	0.08477282016127087	0	1
gene-VC_RS04035	994	978	991	876	1549	1519	1668	2230	2356	1969	host	gene-VC_RS04035	0.3429162874172612	0	1
gene-VC_RS12935	1284	1356	1722	1570	838	960	768	806	1034	780	host	zapB	0.2979644388034714	0	1
gene-VC_RS03410	788	907	861	899	970	901	964	1539	1458	1534	host	gene-VC_RS03410	0.2635224638639757	0	1
gene-VC_RS00250	349	365	385	383	549	2987	572	598	5824	585	host	hemF	1.3483844744025235	0	1
gene-VC_RS14980	819	954	1031	1040	1136	1053	1138	1926	2064	1994	host	gene-VC_RS14980	0.34501816989125	0	1
gene-VC_RS16775	938	990	1017	938	890	761	792	947	1000	894	host	gene-VC_RS16775	0.08809613187387692	0	1
gene-VC_RS04470	235	289	308	318	519	510	481	569	500	512	host	syd	0.2717798452355674	0	1
gene-VC_RS06695	822	686	925	767	867	813	876	1478	1589	1171	host	gene-VC_RS06695	0.2939229111733401	0	1
gene-VC_RS00110	2283	2379	2695	2635	1488	1298	1454	3137	5908	3397	host	gene-VC_RS00110	0.4775435871950958	0	1
gene-VC_RS11820	987	986	940	952	1037	1026	1073	1492	1561	1388	host	gene-VC_RS11820	0.19795743035637925	0	1
gene-VC_RS12285	1294	2680	1531	1487	1471	1422	1429	1504	1583	1461	host	gene-VC_RS12285	0.23437133711658065	0	1
gene-VC_RS14095	748	730	712	788	484	426	478	680	601	544	host	gene-VC_RS14095	0.1986143573695038	0	1
gene-VC_RS08905	367	417	430	492	748	780	709	1025	1029	957	host	ruvA	0.35095686446073937	0	1
gene-VC_RS01985	383	421	445	444	412	439	381	511	519	517	host	gene-VC_RS01985	0.11093037535918276	0	1
gene-VC_RS13375	13473	25989	19043	11185	11768	4090	4394	4069	4442	3748	host	atpG	0.7089930703169899	0	1
gene-VC_RS11480	321	303	319	356	493	553	520	699	716	700	host	gene-VC_RS11480	0.31991550432005694	0	1
