Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA4647	898	745	1056	1465	931	688	924	425	134	269	186	24	45	host	uraA	0.7254697764679507	0	1
gene-PA1339	146	130	235	199	138	68	75	18	21	56	31	10	7	host	gene-PA1339	0.8317066511942269	0	1
gene-PA2248	85	55	80	42	227	194	101	241	149	265	70	33	56	host	bkdA2	0.6420757424083673	0	1
gene-PA4414	1306	1058	1554	1896	1917	1015	1893	621	252	449	161	71	86	host	murD	0.731995938156666	0	1
gene-PA2001	46	39	45	86	86	56	59	31	13	39	22	5	9	host	atoB	0.6095923284140117	0	1
gene-PA2804	4	4	8	3	7	8	6	5	2	4	12	1	2	host	gene-PA2804	0.5805225472929703	0	1
gene-EST35_0028	0	0	0	0	1020	2515	218	3387	4411	3779	778	798	2093	phage	gene-EST35_0028	1.047712362923651	0	0
gene-PA5372	228	223	319	316	687	130	295	324	79	131	126	24	32	host	betA	0.7545561008761622	0	1
gene-PA3022	130	124	140	194	228	136	170	92	36	72	61	12	12	host	gene-PA3022	0.6040536772826495	0	1
gene-PA5554	8012	5335	7949	11037	8812	4946	4906	1501	1646	2922	319	474	487	host	atpD	0.7719252445017717	0	1
gene-PA4744	7118	4956	7090	9632	9814	3647	6336	4623	1668	3291	1041	422	521	host	infB	0.6731731153905266	0	1
gene-PA3200	275	146	225	328	314	164	293	112	33	86	33	11	13	host	gene-PA3200	0.7333192421890378	0	1
gene-PA2695	190	106	159	231	150	77	124	47	17	36	38	3	7	host	gene-PA2695	0.7879353409481455	0	1
gene-PA1873	18	4	10	10	15	9	10	4	2	3	31	0	0	host	gene-PA1873	0.932948224721978	0	1
gene-PA2008	13	19	16	21	56	66	74	15	23	91	21	13	17	host	fahA	0.7642167685180568	0	1
gene-PA3955	38	38	98	98	82	52	79	20	10	19	33	2	3	host	gene-PA3955	0.7606000241218869	0	1
gene-PA0629	83	57	84	118	280	149	80	130	50	42	48	17	18	host	gene-PA0629	0.7601950913474788	0	1
gene-PA0851	49	47	52	73	78	43	53	17	13	27	14	3	2	host	gene-PA0851	0.6724430937260649	0	1
gene-PA2303	20	12	18	26	39	37	50	10	15	14	22	6	5	host	ambD	0.6206955240378801	0	1
gene-PA3471	635	349	529	637	462	289	467	117	87	185	74	22	27	host	gene-PA3471	0.7374830556065908	0	1
gene-PA2095	14	14	23	24	23	17	24	10	7	5	18	2	2	host	gene-PA2095	0.5645102325746431	0	1
gene-EST35_0115	0	0	0	0	11	308	25	1967	5413	2357	2848	2483	4291	phage	gene-EST35_0115	1.1809579076570136	0	0
gene-PA1971	71	92	121	216	112	67	184	27	12	19	31	5	3	host	braZ	0.8968985914434994	0	1
gene-PA4171	22	13	26	16	18	16	23	6	5	8	28	1	2	host	gene-PA4171	0.6208034917953754	0	1
gene-PA3300	75	57	105	64	80	83	106	7	17	39	75	9	5	host	fadD2	0.6318977909280309	0	1
gene-PA2707	147	85	181	151	83	74	94	29	25	47	39	12	7	host	gene-PA2707	0.7217169871342278	0	1
gene-PA4935	8511	6763	11835	13638	8203	4383	5584	1362	1786	3505	246	399	507	host	rpsF	0.8323969554149261	0	1
gene-PA4850	229	163	282	428	308	160	243	61	57	154	47	8	16	host	prmA	0.7420370436762255	0	1
gene-PA2460	85	55	105	121	50	37	155	14	14	10	19	9	9	host	gene-PA2460	0.8980685142973089	0	1
gene-PA3747	295	326	607	532	254	280	415	42	60	155	50	13	12	host	gene-PA3747	0.8220874711592231	0	1
gene-EST35_0329	0	0	0	0	27	102	1	9313	5541	3035	14716	4498	5899	phage	gene-EST35_0329	1.3352528333540332	0	0
gene-PA4003	1268	1019	1605	2059	2047	786	1415	611	230	366	204	54	80	host	pbpA	0.7689832008598622	0	1
gene-PA0644	41	28	63	58	52	48	39	16	17	17	47	7	4	host	gene-PA0644	0.5683447698623122	0	1
gene-EST35_0052	0	0	0	0	12553	14844	21065	1473	3334	4220	2758	2800	2961	phage	gene-EST35_0052	1.2714433058687147	0	0
gene-PA4841	148	169	235	272	277	123	161	130	36	43	51	9	6	host	gene-PA4841	0.7146132422045494	0	1
gene-PA4923	150	111	193	303	188	116	156	62	22	59	25	8	7	host	gene-PA4923	0.7929234206532231	0	1
gene-PA0788	107	77	162	107	216	137	215	99	54	63	111	18	18	host	gene-PA0788	0.5768738343541603	0	1
gene-PA4170	71	74	83	94	74	41	80	26	7	14	36	2	2	host	gene-PA4170	0.7053368767080832	0	1
gene-PA4637	1102	808	1483	1448	2002	842	1090	2035	245	239	928	95	81	host	gene-PA4637	0.674519865473629	0	1
gene-PA3404	10	4	14	13	38	15	38	8	5	12	35	2	3	host	gene-PA3404	0.8346511435154145	0	1
gene-PA4801	99	109	158	236	182	55	164	55	13	24	23	2	1	host	gene-PA4801	0.869172015284481	0	1
gene-PA5320	918	699	1097	1603	1162	465	883	335	65	170	161	14	20	host	coaC	0.8480436794126709	0	1
gene-PA3946	76	54	107	57	82	51	94	19	10	16	173	13	7	host	rocS1	0.7963268920465141	0	1
gene-PA3032	111	77	137	195	111	61	87	25	25	57	35	6	8	host	snr1	0.7440668691278023	0	1
gene-PA3389	4	9	19	6	14	7	14	4	4	7	13	1	0	host	gene-PA3389	0.6942118026313914	0	1
gene-PA2447	12	14	27	19	26	21	16	4	1	5	10	1	0	host	gene-PA2447	0.7574417130828938	0	1
gene-PA4224	100	74	96	85	242	126	170	142	58	136	65	13	42	host	pchG	0.5571551434009042	0	1
gene-PA4209	25	21	37	31	26	22	37	6	5	13	42	6	6	host	phzM	0.59489064270175	0	1
gene-PA1954	8	13	30	14	24	9	13	16	6	8	39	2	2	host	gene-PA1954	0.7424796242581767	0	1
gene-PA0964	2901	1554	2507	2798	2872	1213	1812	888	367	665	183	84	116	host	pmpR	0.7658908864882153	0	1
gene-PA1290	31	20	27	24	34	22	27	9	5	6	16	2	1	host	gene-PA1290	0.6394689980677687	0	1
gene-PA2411	13	7	13	15	46	10	12	15	4	4	29	1	3	host	gene-PA2411	0.8904274287942628	0	1
gene-PA1874	517	357	496	680	908	398	586	477	96	160	339	36	29	host	gene-PA1874	0.644595717243811	0	1
gene-EST35_0180	0	0	0	0	48	256	20	41018	26636	13739	11889	6919	20865	phage	gene-EST35_0180	1.3519719804571915	0	0
gene-PA1475	288	248	465	473	476	207	419	131	68	173	39	9	32	host	ccmA	0.7325083112741639	0	1
gene-PA3163	395	271	386	582	858	401	539	316	84	176	61	20	22	host	cmk	0.7580978811964723	0	1
gene-PA0910	39	25	30	40	64	33	29	19	11	22	17	7	4	host	gene-PA0910	0.5904077530646873	0	1
gene-PA3751	339	199	304	392	366	172	403	100	40	70	76	11	16	host	purT	0.7572402734622526	0	1
gene-EST35_0035	0	0	0	0	181981	53653	14534	234148	277701	281105	171552	87872	234655	phage	gene-EST35_0035	0.9311974438033124	0	0
gene-PA1454	772	439	662	788	772	452	904	166	75	186	66	29	32	host	fleN	0.7821548272624606	0	1
gene-PA3836	345	276	431	399	248	177	296	74	30	70	40	12	13	host	gene-PA3836	0.8006687644854777	0	1
gene-PA0631	20	15	14	37	63	38	27	27	19	7	15	3	2	host	gene-PA0631	0.7296137296145706	0	1
gene-PA1350	35	20	30	36	37	20	36	8	5	8	27	5	0	host	gene-PA1350	0.6489243676573347	0	1
gene-PA2000	10	9	11	23	10	23	25	6	4	17	9	2	1	host	dhcB	0.6718465433250198	0	1
gene-PA3532	190	152	153	264	303	112	357	162	44	154	52	10	8	host	gene-PA3532	0.6954434688685271	0	1
gene-PA3499	4	5	4	7	20	14	17	4	4	3	7	0	0	host	gene-PA3499	0.8798549191214335	0	1
gene-PA4420	2148	1316	2238	2004	2005	1700	1498	516	270	434	123	55	68	host	gene-PA4420	0.7599215384829434	0	1
gene-PA0879	27	10	39	26	32	29	40	14	12	10	51	3	5	host	gene-PA0879	0.6327439043011406	0	1
gene-PA3948	220	154	251	293	143	97	209	27	33	66	29	5	11	host	rocA1	0.8111073251087977	0	1
gene-PA0378	242	191	258	368	526	229	340	231	92	169	64	25	31	host	gene-PA0378	0.650847386973394	0	1
gene-PA2819.2	27231	11912	18449	20213	18333	4284	9848	9950	1189	3299	1773	196	600	host	gene-PA2819.2	0.8742965830111277	0	1
gene-PA4032	412	265	509	542	433	281	336	119	46	107	48	8	19	host	gene-PA4032	0.7751910009797586	0	1
gene-PA4056	588	418	592	1035	998	341	622	426	65	132	139	14	18	host	ribD	0.8005531879664862	0	1
gene-PA0746	80	51	42	81	91	70	88	37	21	43	30	4	5	host	gene-PA0746	0.5893691730532026	0	1
gene-PA0056	28	24	48	64	72	43	37	20	21	9	56	4	5	host	gene-PA0056	0.6464621723347749	0	1
gene-PA2389	57	53	94	116	120	64	87	34	12	39	25	7	3	host	pvdR	0.6996052604711261	0	1
gene-PA0886	36	29	41	39	37	21	38	16	8	10	31	1	1	host	gene-PA0886	0.6058827815807469	0	1
gene-PA1481	170	152	208	275	323	206	266	96	51	119	23	17	13	host	ccmG	0.6828989666608212	0	1
gene-PA1864	7	2	6	12	9	6	10	2	4	2	16	1	2	host	gene-PA1864	0.728700656436671	0	1
gene-EST35_0011	0	0	0	0	204	759	93	952	1553	1329	415	716	1039	phage	gene-EST35_0011	0.9744870172730346	0	0
gene-PA5402	174	149	312	233	134	78	108	23	9	16	29	8	8	host	gene-PA5402	0.956236676162179	0	1
gene-PA2393	8	11	20	8	17	6	12	5	5	11	34	4	4	host	gene-PA2393	0.7290800158015179	0	1
gene-PA0398	126	128	245	177	109	103	147	23	25	53	10	9	7	host	gene-PA0398	0.809377519185404	0	1
gene-PA2773	57	46	55	75	84	34	54	18	9	15	8	0	1	host	gene-PA2773	0.7844565236837637	0	1
gene-PA1580	1294	939	1731	1663	1104	1124	1217	207	318	651	117	91	88	host	gltA	0.7112998988182749	0	1
gene-PA2701	38	25	36	57	88	27	67	20	11	13	43	3	5	host	gene-PA2701	0.7319522508837065	0	1
gene-PA2515	3	5	6	3	8	0	8	3	3	2	22	2	2	host	xylL	1.0430689677406655	0	1
gene-PA0153	16	9	35	12	25	22	23	12	5	5	41	2	4	host	pcaH	0.7278547017954343	0	1
gene-PA2133	1	3	7	4	5	2	2	4	1	3	15	3	0	host	gene-PA2133	0.9558242516278815	0	1
gene-PA0845	34	19	73	75	79	49	94	32	23	33	52	8	4	host	gene-PA0845	0.6252409743390451	0	1
gene-PA1984	54	13	16	30	40	25	38	16	6	21	48	4	1	host	exaC	0.6813291434463974	0	1
gene-PA4859	13	8	18	12	26	8	13	6	5	7	43	3	2	host	gene-PA4859	0.8551815681916082	0	1
gene-PA1167	59	38	38	63	52	40	81	24	9	8	13	4	4	host	gene-PA1167	0.7308146139389001	0	1
gene-PA1994	63	42	52	88	88	28	53	26	9	27	26	4	2	host	gene-PA1994	0.7043724102213149	0	1
gene-PA0159	118	89	168	207	176	79	105	32	15	40	39	6	9	host	gene-PA0159	0.783781784988849	0	1
gene-PA4110	34	28	39	38	32	37	34	12	6	21	36	5	4	host	ampC	0.5230938342893793	0	1
gene-PA2630	406	280	431	732	634	329	683	250	139	306	78	35	55	host	gene-PA2630	0.6753667291508666	0	1
gene-PA4986	98	74	128	128	143	78	118	52	25	31	68	7	15	host	gene-PA4986	0.6008432779309055	0	1
gene-PA3677	501	140	230	575	163	108	359	48	28	65	47	12	11	host	gene-PA3677	1.0322328013483668	0	1
gene-PA2414	21	9	16	17	41	22	43	15	11	14	44	2	3	host	gene-PA2414	0.6919663133153922	0	1
gene-PA0103a	54	39	52	66	75	49	54	18	8	34	53	4	5	host	gene-PA0103a	0.5795604004529781	0	1
gene-PA2644	95	144	185	292	127	181	226	21	81	166	12	36	22	host	nuoI	0.6876187927990475	0	1
gene-PA4781	175	120	181	239	137	77	98	47	24	23	44	9	13	host	gene-PA4781	0.7822856772532405	0	1
gene-EST35_0177	0	0	0	0	77	306	13	8207	9776	4183	3365	2863	9287	phage	gene-EST35_0177	1.2517966780304561	0	0
gene-PA0034	29	30	54	48	34	32	41	7	11	10	33	2	3	host	gene-PA0034	0.6488515106212873	0	1
gene-PA3645	1209	815	1675	1485	748	498	926	165	146	299	69	27	48	host	fabZ	0.8766346331197385	0	1
gene-PA5110	996	677	1146	1606	1219	648	1337	353	204	504	129	45	73	host	fbp	0.7369533726061805	0	1
gene-PA4174	36	23	72	74	53	31	40	16	9	9	44	7	0	host	gene-PA4174	0.7324777171708609	0	1
gene-PA0594	893	884	1331	1761	1654	958	1218	404	230	460	165	45	69	host	surA	0.737715700828347	0	1
gene-PA2523	206	179	484	231	106	162	174	23	41	70	35	9	14	host	gene-PA2523	0.9464316191424118	0	1
gene-PA2954	124	68	126	147	137	86	109	31	5	37	21	2	8	host	gene-PA2954	0.7587328685445539	0	1
gene-PA5303	924	368	689	591	470	313	512	183	157	371	52	21	49	host	gene-PA5303	0.7262777722363153	0	1
gene-EST35_0231	0	0	0	0	38	125	11	8297	11104	1676	20486	9313	16985	phage	gene-EST35_0231	1.3341882948128168	0	0
gene-PA2331	32	10	24	19	22	21	27	0	7	10	10	5	3	host	gene-PA2331	0.6631161223268145	0	1
gene-PA3024	58	24	60	51	85	35	89	26	11	26	37	4	4	host	gene-PA3024	0.6846423167493305	0	1
gene-PA2898	7	6	17	11	9	17	14	4	1	4	7	1	1	host	gene-PA2898	0.7202239785848844	0	1
gene-PA0582	175	156	231	311	481	189	304	143	44	100	65	13	11	host	folB	0.7630109492570669	0	1
gene-PA0869	194	171	290	336	329	190	332	93	44	130	50	19	16	host	pbpG	0.6948172622865464	0	1
gene-PA4311	37	24	49	36	90	164	119	30	30	60	49	15	19	host	gene-PA4311	0.7587879065832872	0	1
gene-PA2689	11	12	17	17	36	15	23	13	4	6	20	0	1	host	gene-PA2689	0.7014853046593786	0	1
gene-PA4249	7771	5898	11853	10885	6614	6213	9809	2196	2690	3811	467	786	1044	host	rpsH	0.6981297008406355	0	1
gene-PA1311	90	53	50	87	119	68	65	49	7	21	29	2	5	host	phnX	0.7014745772564444	0	1
gene-PA1762	18	14	26	19	19	13	32	12	5	7	21	1	3	host	gene-PA1762	0.6010148388892715	0	1
gene-PA2381	6	4	9	9	12	102	59	3	20	39	3	29	13	host	gene-PA2381	1.1644579080407256	0	1
gene-PA3247	231	205	256	399	325	203	375	104	46	121	51	15	21	host	gene-PA3247	0.7073151026426598	0	1
gene-PA1758	183	125	194	209	260	138	197	75	19	70	56	4	9	host	pabB	0.6942290171196362	0	1
gene-PA5142	566	371	551	727	567	391	557	188	86	192	42	12	26	host	hisH1	0.7304616879488615	0	1
gene-PA3795	83	74	104	96	191	126	186	57	47	75	55	17	14	host	gene-PA3795	0.613033098818419	0	1
gene-PA2950	1642	860	1481	1949	953	424	1133	265	214	740	84	57	72	host	gene-PA2950	0.8147832293563511	0	1
gene-PA2109	27	19	18	38	43	6	28	34	2	10	13	0	1	host	gene-PA2109	0.7637559303166283	0	1
gene-PA3837	97	94	99	141	71	62	96	25	18	26	40	4	5	host	gene-PA3837	0.6987584422891526	0	1
gene-PA4337	25	22	61	55	65	28	140	14	11	15	12	2	4	host	gene-PA4337	1.0450236197766307	0	1
gene-PA4229	14	13	23	23	23	22	18	11	4	16	21	3	3	host	pchC	0.49762962417101725	0	1
gene-PA3309	1496	846	833	4631	3237	728	7045	1089	159	487	218	61	123	host	gene-PA3309	1.2583753915187177	0	1
gene-PA3063	57	47	65	119	213	76	95	68	20	29	82	8	14	host	pelB	0.760959246152061	0	1
gene-PA0555	965	805	1217	1625	718	610	760	116	201	399	116	75	40	host	fda	0.8031724618869107	0	1
gene-PA5168	122	107	176	184	115	107	110	32	15	25	24	10	7	host	gene-PA5168	0.7663078248303405	0	1
gene-PA1230	2	0	3	1	2	2	2	1	1	1	2	0	1	host	gene-PA1230	0.6034878050666787	0	1
gene-PA1432	2049	1107	2558	1541	2042	1419	2863	288	435	737	72	125	122	host	lasI	0.7936830682371866	0	1
gene-PA2580	26	23	39	30	28	27	38	15	7	10	11	3	4	host	gene-PA2580	0.596250326813091	0	1
gene-PA3187	221	125	106	112	65	49	76	27	18	40	19	11	9	host	gene-PA3187	0.8669124501688753	0	1
gene-PA3961	282	219	317	429	654	279	402	262	62	131	164	17	23	host	gene-PA3961	0.6934361395483759	0	1
gene-PA0102	389	249	483	502	258	153	368	69	56	112	64	10	17	host	gene-PA0102	0.8094570108186782	0	1
gene-PA0073	78	123	140	374	588	119	237	165	21	58	49	2	3	host	gene-PA0073	1.067318204647259	0	1
gene-PA5289	48	38	55	83	63	45	72	9	9	35	30	1	4	host	gene-PA5289	0.6765820247161072	0	1
gene-PA4090	59	28	80	76	34	42	45	4	7	17	15	1	1	host	gene-PA4090	0.8409123057116377	0	1
gene-PA1057	91	84	171	242	143	104	229	49	54	117	33	11	20	host	gene-PA1057	0.6958789132423914	0	1
gene-PA2047	16	23	50	34	50	29	41	16	3	5	15	3	2	host	gene-PA2047	0.7595019617195813	0	1
gene-PA3840	137	92	140	170	117	78	150	51	16	49	70	9	6	host	gene-PA3840	0.6454429931399414	0	1
gene-PA0103	52	32	72	93	79	36	75	12	11	22	75	3	3	host	gene-PA0103	0.7151625241703865	0	1
gene-PA4942	2280	1639	2076	2316	7409	1309	2641	1404	893	1139	446	353	236	host	hflK	0.953473921025558	0	1
gene-PA3193	803	383	500	597	891	302	1047	305	72	220	78	22	26	host	glk	0.8178789044881717	0	1
gene-PA3430	13	17	31	20	28	22	34	12	7	10	32	4	5	host	gene-PA3430	0.5643393923438436	0	1
gene-PA0454	174	111	230	273	217	193	319	102	36	65	132	12	10	host	gene-PA0454	0.6653036553857716	0	1
gene-PA2153	13	10	13	15	18	8	24	8	2	2	27	1	3	host	glgB	0.7269476818167628	0	1
gene-PA1855	7	2	7	7	15	10	6	5	0	2	4	1	0	host	gene-PA1855	0.8156526565875619	0	1
gene-PA3903	420	327	524	586	624	321	449	194	125	189	146	41	39	host	prfC	0.6315753488740901	0	1
gene-EST35_0381	0	0	0	0	79	466	94	182	165	153	493	1261	236	phage	gene-EST35_0381	1.3883825733618285	0	0
gene-PA0883	3	0	9	5	12	7	10	4	2	4	23	2	2	host	gene-PA0883	0.9226115527265853	0	1
gene-PA4515	42	44	65	87	43	33	45	12	6	10	48	3	2	host	gene-PA4515	0.7403023170713146	0	1
gene-PA5398	46	38	75	73	69	27	61	24	14	19	120	6	7	host	dgcA	0.7250142960591383	0	1
gene-PA1226	42	24	36	39	65	30	50	36	11	7	48	4	3	host	gene-PA1226	0.6174101726264463	0	1
gene-PA3457	67	65	102	161	236	86	248	96	17	40	29	2	5	host	gene-PA3457	0.8791177194102258	0	1
gene-PA1666	10	6	12	19	85	10	14	16	3	8	24	0	1	host	gene-PA1666	1.3133010376089007	0	1
gene-PA4299	5	3	10	10	9	12	12	3	2	5	8	0	2	host	tadD	0.6362517889740803	0	1
gene-PA1324	42	29	35	71	78	60	107	13	29	68	27	17	14	host	gene-PA1324	0.6134001104416282	0	1
gene-PA2509	5	4	10	8	12	10	6	8	1	3	16	5	1	host	catB	0.6166482127645951	0	1
gene-PA4895	14	8	7	33	29	13	16	11	0	6	30	6	2	host	gene-PA4895	0.7723380881770494	0	1
gene-PA4581.1	325	207	273	384	672	240	372	226	254	614	101	138	207	host	gene-PA4581.1	0.526908866223985	0	1
gene-PA5145	73	66	119	142	210	80	116	96	18	25	68	6	7	host	gene-PA5145	0.719034061904408	0	1
gene-PA0438	131	113	204	310	161	98	139	44	21	57	62	6	7	host	codB	0.8049055354380141	0	1
gene-PA2476	38	49	53	103	100	35	69	37	6	24	24	2	0	host	dsbG	0.772313255137031	0	1
gene-PA4437	89	55	93	88	105	83	131	45	16	43	29	10	4	host	gene-PA4437	0.6344230796677255	0	1
gene-PA3496	1043	992	3223	1490	664	402	406	77	54	92	16	15	15	host	gene-PA3496	1.3378574812005093	0	1
gene-PA1229	45	40	59	59	52	29	35	15	5	7	26	2	2	host	gene-PA1229	0.7088851160385999	0	1
gene-PA4619	262	203	379	375	453	323	490	140	112	131	103	23	21	host	gene-PA4619	0.6608666620749335	0	1
gene-PA5193	449	286	622	630	501	317	459	119	75	168	68	22	13	host	yrfI	0.7570174292972985	0	1
gene-PA1796.1	11648	5501	10377	9286	19118	5784	8806	9657	1594	3823	1821	232	700	host	gene-PA1796.1	0.7637498761420367	0	1
gene-PA3381	4	0	8	2	6	0	2	2	0	3	17	1	2	host	gene-PA3381	1.2395329075429369	0	1
gene-PA4684	188	144	256	261	266	167	249	64	43	70	66	6	17	host	gene-PA4684	0.6877932113421452	0	1
gene-PA4677	141	114	193	248	242	138	201	72	27	66	67	12	19	host	gene-PA4677	0.6723605027364964	0	1
gene-PA1254	6	9	18	13	16	6	13	4	4	0	38	0	3	host	gene-PA1254	0.9829312519977407	0	1
gene-PA2140	1	0	0	2	0	1	1	1	0	0	0	0	1	host	gene-PA2140	1.178030178747903	0	1
gene-PA5334	756	526	866	1094	850	502	891	246	145	328	104	42	58	host	rph	0.7138978408580926	0	1
gene-PA2810	227	138	289	297	425	177	242	185	34	84	89	10	11	host	copS	0.7087444134998856	0	1
gene-PA1418	115	22	78	105	77	51	263	32	26	192	29	13	10	host	gene-PA1418	0.9366720396340446	0	1
gene-PA1731	15	10	12	10	21	33	22	0	7	7	16	3	4	host	gene-PA1731	0.7100286085785559	0	1
gene-PA2862	12	8	25	14	24	17	20	7	4	9	28	1	1	host	lipA	0.6716709525594439	0	1
gene-PA0947	774	528	809	861	661	529	815	197	134	234	71	24	40	host	gene-PA0947	0.7225496619855385	0	1
gene-PA0506	572	443	750	742	1384	4093	834	279	586	198	142	252	54	host	gene-PA0506	1.2749634856284904	0	1
gene-PA0089	570	609	652	869	1269	434	423	541	69	137	150	29	23	host	gene-PA0089	0.7966953352484085	0	1
gene-EST35_0276	0	0	0	0	3808	2955	137	69965	55535	18874	141922	84098	117578	phage	gene-EST35_0276	1.2736511644891204	0	0
gene-PA0572	174	117	177	216	158	125	171	48	39	58	98	22	20	host	gene-PA0572	0.5871195534615803	0	1
gene-PA2869	13	7	34	30	23	28	37	7	7	11	20	4	2	host	gene-PA2869	0.6801672152704435	0	1
gene-PA0942	58	51	62	62	65	48	71	15	16	27	40	11	7	host	gene-PA0942	0.5390528292142079	0	1
gene-PA1585	2492	1456	1971	2746	2546	2138	2617	736	985	1777	195	361	297	host	sucA	0.5840468561369125	0	1
gene-PA0939	38	36	53	66	75	32	65	15	4	20	2	1	4	host	gene-PA0939	0.8062747863020012	0	1
gene-PA0745	32	15	23	44	32	33	60	6	13	32	27	9	5	host	gene-PA0745	0.6028836973804012	0	1
gene-PA5328	7	11	16	12	15	10	12	2	3	3	29	3	3	host	gene-PA5328	0.7564287338059589	0	1
gene-PA4112	246	196	322	441	581	309	1111	179	41	94	170	20	12	host	gene-PA4112	1.0024310526967137	0	1
gene-PA4886	714	528	708	1195	753	434	1013	285	84	213	110	21	19	host	gene-PA4886	0.797157336448419	0	1
gene-PA4731	172	135	330	294	204	118	131	23	24	47	31	1	7	host	panD	0.8992488778749018	0	1
gene-PA1461	251	194	301	412	541	288	710	143	43	86	55	11	14	host	motD	0.8838496870076616	0	1
gene-PA1576	134	100	146	219	185	115	191	60	25	51	39	7	15	host	gene-PA1576	0.6996614799286034	0	1
gene-PA5227.1	167398	129549	454456	303750	458885	123042	30152	354468	33500	42599	116382	11072	7086	host	ssrS	0.9266931591649242	0	1
gene-PA5373	219	253	329	395	796	1234	358	579	223	414	224	41	88	host	betB	0.7773182495445031	0	1
gene-PA0571	101	75	136	125	110	74	104	36	16	28	21	3	3	host	gene-PA0571	0.7236714867072468	0	1
gene-EST35_0418	0	0	0	0	37	409	29	128	692	546	17	267	517	phage	gene-EST35_0418	1.1934628774404838	0	0
gene-PA1131	5	7	16	20	24	10	13	8	6	5	20	2	2	host	gene-PA1131	0.6625582290239108	0	1
gene-PA2602	12	10	18	10	17	12	10	3	4	8	24	1	2	host	gene-PA2602	0.6460198501262806	0	1
gene-PA1843	853	582	1070	1166	1054	568	662	275	124	241	110	43	28	host	metH	0.7664043507349093	0	1
gene-EST35_0373	0	0	0	0	7698	7183	255	22499	16784	12527	4164	4559	12135	phage	gene-EST35_0373	1.045384446556664	0	0
gene-PA3411	89	74	80	117	96	61	119	15	17	34	3	4	3	host	gene-PA3411	0.7728548591122251	0	1
gene-PA2933	17	18	25	39	63	30	39	25	4	10	32	2	1	host	gene-PA2933	0.7251907606583681	0	1
gene-PA2969	751	527	735	1029	844	312	1019	207	148	364	59	26	49	host	plsX	0.764945280020507	0	1
gene-PA4972	180	180	275	399	446	254	602	89	149	298	55	27	37	host	gene-PA4972	0.7246359020930659	0	1
gene-PA0204	8	4	19	10	20	12	15	5	5	5	52	2	1	host	gene-PA0204	1.0639313925303344	0	1
gene-PA5376	99	81	144	126	131	82	124	48	28	57	43	7	3	host	gene-PA5376	0.6162194457649024	0	1
gene-EST35_0054	0	0	0	0	5	5194	2339	2	9718	9603	0	6014	5989	phage	gene-EST35_0054	1.2271265717458908	0	0
gene-PA4486	91	55	100	115	112	53	119	33	15	41	24	7	3	host	gene-PA4486	0.7011183751061287	0	1
gene-PA4712	41	27	58	66	63	50	69	13	18	38	16	9	8	host	gene-PA4712	0.5997448437052382	0	1
gene-PA1769	404	304	719	590	423	342	644	147	86	235	56	32	29	host	gene-PA1769	0.7429011472665148	0	1
gene-PA4631	419	365	510	621	491	223	424	131	54	107	58	7	10	host	gene-PA4631	0.7892340983653092	0	1
gene-PA4138	63	49	86	116	124	55	55	33	15	37	46	7	5	host	tyrS	0.6761465907387278	0	1
gene-PA1077	166	136	180	222	244	115	170	20	17	50	9	7	6	host	flgB	0.8246738063019977	0	1
gene-EST35_0080	0	0	0	0	32268	51583	40483	11663	20772	21028	13985	11134	13232	phage	gene-EST35_0080	0.9511602239746656	0	0
gene-PA2571	22	19	33	19	38	33	35	19	21	17	33	4	9	host	gene-PA2571	0.43282591724280717	0	1
gene-PA2802	196	128	254	258	220	98	178	54	25	57	22	8	2	host	gene-PA2802	0.7966122715042188	0	1
gene-PA1501	41	36	51	57	63	35	63	18	10	17	22	10	3	host	gene-PA1501	0.618276170919661	0	1
gene-PA1748	152	109	179	199	191	86	356	49	29	54	22	7	10	host	gene-PA1748	0.8793613562682957	0	1
gene-PA1375	255	198	263	589	602	192	389	255	31	97	94	12	20	host	pdxB	0.8201606813984498	0	1
gene-PA0708	25	25	51	33	19	20	27	3	4	2	22	4	0	host	gene-PA0708	0.7988447974493863	0	1
gene-PA2151	18	9	34	33	32	9	26	8	5	4	45	1	3	host	gene-PA2151	0.8110274533515203	0	1
gene-PA0962	279	218	464	533	343	277	710	37	92	195	20	36	48	host	gene-PA0962	0.8308624971186563	0	1
gene-PA5343	342	225	308	476	451	217	301	161	33	84	70	16	10	host	gene-PA5343	0.7465649155647817	0	1
gene-PA1679	189	115	220	317	431	189	362	147	42	127	47	15	23	host	gene-PA1679	0.7470745980655407	0	1
gene-PA3973	87	75	132	154	220	120	155	63	19	32	31	5	7	host	gene-PA3973	0.76500094528111	0	1
gene-PA1773	242	183	330	317	463	285	441	153	110	197	47	24	42	host	cmaX	0.6393879273590811	0	1
gene-PA2348	3	5	16	6	4	6	8	1	3	1	18	1	1	host	gene-PA2348	0.9488711923588455	0	1
gene-PA4205	33	13	52	30	32	65	41	8	35	24	15	13	15	host	mexG	0.5592194084286072	0	1
gene-PA0347	41	26	49	65	55	16	60	31	8	14	73	6	1	host	glpQ	0.688381769751822	0	1
gene-PA2894	83	47	87	120	149	63	134	29	11	29	24	1	3	host	gene-PA2894	0.8110086576202764	0	1
