Geneid	0_R1	0_R2	0_R3	6_R1	6_R2	6_R3	12_R1	12_R2	12_R3	18_R1	18_R2	18_R3	Entity	Symbol
gene-PA3779	88	167	112	88	123	123	58	95	109	59	82	82	host	gene-PA3779
gene-PA1432	10071	11141	9882	5358	7585	5482	3337	4464	5524	3574	4740	5684	host	lasI
gene-PA1924	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1924
gene-PA3263	557	562	1127	694	1392	1606	550	920	1502	612	729	1615	host	gene-PA3263
gene-PA1028	138	258	196	110	153	118	64	126	70	86	111	87	host	gene-PA1028
gene-PA4994	132	314	170	167	314	157	88	253	86	85	141	80	host	gene-PA4994
gene-PA2561	534	1059	730	667	1634	536	312	651	270	362	414	396	host	gene-PA2561
gene-PA5177	611	663	746	624	1360	711	428	745	436	444	640	661	host	gene-PA5177
gene-PA0451	190	728	349	153	197	47	72	105	68	94	106	53	host	gene-PA0451
gene-PA0153	70	118	66	46	69	38	33	56	56	33	59	65	host	pcaH
gene-PA2583	941	1615	1268	1197	1968	1076	744	1503	836	765	1034	815	host	gene-PA2583
gene-PA2469	191	409	304	153	244	149	93	167	159	107	167	150	host	gene-PA2469
gene-PA3741	238	305	265	444	954	769	664	851	437	649	724	669	host	gene-PA3741
gene-PA2874	124	126	119	89	257	171	130	284	216	131	272	357	host	gene-PA2874
gene-PA1166	81	235	103	46	86	59	45	67	58	66	84	134	host	gene-PA1166
gene-PA0516	2133	2897	10949	1926	2106	4407	811	1871	1773	2713	1795	1751	host	nirF
gene-PA0536	1238	1380	1469	864	2227	1170	674	1143	991	784	1055	1537	host	gene-PA0536
gene-PA4585	319	494	398	233	540	475	350	520	579	391	654	815	host	rtcA
gene-PA3413	609	1809	818	495	969	659	423	530	539	473	644	680	host	gene-PA3413
gene-PA3972	1188	5862	4543	2736	3506	687	645	987	501	774	534	324	host	gene-PA3972
gene-PA2810	158	420	201	131	373	174	98	259	194	129	197	180	host	copS
gene-PA1505	973	2717	2239	521	1459	801	334	769	1615	397	741	826	host	moaA2
gene-PA2942.1	41	137	114	49	99	78	23	72	57	38	83	45	host	gene-PA2942.1
gene-PA5067	960	1772	1505	972	2335	1495	850	1612	1057	823	1216	1005	host	hisE
gene-PA5230	2799	5316	4657	3785	7055	1228	767	1470	421	695	802	313	host	gene-PA5230
gene-PA2243	94	133	100	114	149	45	76	61	58	113	84	150	host	pslM
gene-PA5031	163	188	168	124	112	38	125	81	50	165	137	78	host	gene-PA5031
gene-PA5503	794	793	1016	1657	3185	2162	1110	2013	1201	1174	1226	1848	host	gene-PA5503
gene-PA1062	390	1834	468	499	1471	477	225	794	308	229	397	257	host	gene-PA1062
gene-PA2404	26	26	44	22	43	193	41	36	207	31	51	335	host	gene-PA2404
gene-PA2164	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-PA2164
gene-PA4174	114	229	152	62	125	78	33	94	88	44	95	67	host	gene-PA4174
gene-PA1187	116	213	126	104	231	80	166	134	99	279	438	107	host	gene-PA1187
gene-PA4275	5511	6180	6356	11106	23520	18781	9755	15511	8843	10352	11011	12886	host	nusG
gene-PA5209	711	1153	823	1243	2524	1510	938	1581	984	741	1071	1190	host	gene-PA5209
gene-PA3440	648	609	698	474	1452	884	524	795	752	599	847	805	host	gene-PA3440
gene-PA1934	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1934
gene-PA0236	106	155	142	58	310	211	72	162	102	126	168	196	host	gene-PA0236
gene-PA0220	77	157	108	46	73	55	43	43	49	47	65	54	host	gene-PA0220
gene-PA2886	150	425	88	72	114	59	75	65	100	61	177	104	host	atuA
gene-PA2818	507	715	418	519	857	582	452	593	373	368	472	533	host	arr
gene-PA1075	399	498	572	278	629	457	258	318	320	291	426	396	host	gene-PA1075
gene-PA0693	40	63	56	29	61	27	13	21	28	21	26	31	host	exbB2
gene-PA1941	1	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1941
gene-PA2495	78	117	98	75	153	85	71	97	71	58	103	81	host	oprN
gene-PA4613	163	239	600	91	221	209	1057	20811	25165	582	13272	42253	host	katB
gene-PA0879	59	148	86	26	67	26	31	39	23	29	50	33	host	gene-PA0879
gene-PA3590	80	131	80	56	112	57	24	64	70	44	62	65	host	gene-PA3590
gene-PA1006	183	378	453	356	815	592	219	500	462	276	312	430	host	gene-PA1006
gene-PA4982	108	212	133	77	120	46	31	84	58	34	52	69	host	gene-PA4982
gene-PA0942	297	1165	723	191	357	221	113	197	215	173	207	224	host	gene-PA0942
gene-PA2717	107	179	123	71	141	55	39	62	51	48	48	41	host	cpo
gene-PA0700	29	41	39	17	18	17	8	10	13	17	24	17	host	gene-PA0700
gene-PA1608	474	1368	1230	493	1247	603	358	497	269	491	440	328	host	gene-PA1608
gene-PA3139.1	59	99	74	49	125	120	35	95	90	53	96	84	host	gene-PA3139.1
gene-PA4223	66	82	58	44	83	43	15	45	37	38	47	33	host	gene-PA4223
gene-PA4820	33	71	95	14	31	13	21	14	31	13	25	14	host	gene-PA4820
gene-PA0201	473	908	1335	519	450	143	128	195	321	145	151	159	host	gene-PA0201
gene-PA0025	891	1074	1774	597	1293	984	510	775	953	1184	1248	1054	host	aroE
gene-PA3960	108	130	127	55	134	123	57	96	80	71	101	81	host	gene-PA3960
gene-PA1614	1047	2041	1895	1287	2615	1517	846	1393	1265	825	1142	1304	host	gpsA
gene-PA4666	1004	1105	1542	1538	3600	2797	1401	2683	3243	1609	1921	2201	host	hemA
gene-PA5490	6867	3195	3963	6480	12007	7725	5366	6397	3550	5866	5100	6350	host	cc4
gene-PA1886	0	0	0	0	0	0	0	2	0	0	0	0	host	polB
gene-PA4870	174	1372	563	101	453	116	59	133	92	75	151	66	host	gene-PA4870
gene-PA2377	47	114	48	35	51	50	36	46	34	35	51	84	host	gene-PA2377
gene-PA2153	0	0	0	0	0	0	0	0	0	0	1	0	host	glgB
gene-PA2081	0	0	0	0	0	0	0	0	0	0	0	0	host	kynB
gene-PA0186	98	268	154	78	146	94	46	85	79	68	94	82	host	gene-PA0186
gene-PA3329	487	372	73	564	241	31	228	149	45	137	112	48	host	gene-PA3329
gene-PA3577	95	222	120	89	168	81	54	149	51	54	112	59	host	gene-PA3577
gene-PA1510	486	732	650	500	442	247	500	315	310	479	362	360	host	gene-PA1510
gene-PA3000	798	1298	796	1230	3556	2110	1013	2386	1431	1003	1270	1550	host	aroP1
gene-PA5224	4878	7015	4735	3577	6050	3799	2360	3344	3182	2504	3583	2881	host	pepP
gene-PA0539	81	190	467	93	144	60	45	80	68	49	65	53	host	gene-PA0539
gene-PA5296	1240	1158	1368	2372	5053	2955	1776	3365	1558	1652	2008	2562	host	rep
gene-PA1973	0	0	0	0	0	0	0	0	0	0	0	0	host	pqqF
gene-PA4858	57	89	69	90	138	73	50	69	73	49	65	57	host	gene-PA4858
gene-PA1425	154	233	272	177	483	285	98	226	144	100	182	162	host	gene-PA1425
gene-PA1299	153	164	198	324	803	734	378	620	308	432	426	549	host	gene-PA1299
gene-PA4042	288	344	513	331	972	689	297	584	632	301	376	533	host	xseB
gene-PA1954	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1954
gene-PA4318	483	428	549	521	1138	1656	894	1040	1342	720	1133	2171	host	gene-PA4318
gene-PA4369	357	976	1084	216	388	226	175	274	361	222	337	311	host	gene-PA4369
gene-PA3866	1921	1800	6216	1922	2541	5899	1195	1793	5509	1094	1583	6075	host	gene-PA3866
gene-PA4411	2929	6058	7071	3482	8291	5913	3131	5819	5174	3219	5141	5101	host	murC
gene-PA3114	505	925	690	1030	1436	714	463	1138	631	516	660	925	host	truA
gene-PA2832	316	347	336	165	524	343	167	359	405	161	258	315	host	tpm
gene-PA3192	435	253	1003	307	341	818	465	318	536	534	816	917	host	gltR
gene-PA4672	1560	1070	1484	2186	5158	5135	2783	3400	2631	3355	2873	4023	host	gene-PA4672
gene-PA5429	9292	7176	3684	2197	2375	1573	2608	1287	3584	6540	3952	2716	host	aspA
gene-PA5292	243	370	348	158	530	311	144	336	291	185	286	277	host	pchP
gene-PA2116	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2116
gene-PA2947	193	247	103	212	392	146	132	256	152	113	185	161	host	gene-PA2947
gene-PA1032	960	1322	914	687	1803	1262	613	1094	1054	831	1110	1213	host	quiP
gene-PA3071	516	1139	576	485	739	497	247	580	600	316	441	521	host	gene-PA3071
gene-PA5139	349	358	277	489	1260	730	701	2094	801	730	1261	1615	host	gene-PA5139
gene-PA2433	93	261	151	68	148	44	77	64	51	70	81	55	host	gene-PA2433
gene-PA0331	1510	1705	1615	1175	3563	2542	1256	2142	2064	1184	1895	2053	host	ilvA1
gene-PA0535	157	699	211	116	731	191	82	360	141	99	245	139	host	gene-PA0535
gene-PA5529	469	1489	1146	375	1241	766	231	698	1116	317	683	893	host	gene-PA5529
gene-PA1613	446	526	505	392	809	618	403	622	643	388	585	751	host	gene-PA1613
gene-PA1684	816	1218	1112	598	1304	987	507	980	778	526	865	778	host	gene-PA1684
gene-PA1731	112	260	114	133	251	78	59	113	67	54	82	54	host	gene-PA1731
gene-PA5144	53	122	71	64	143	74	39	65	67	39	44	43	host	gene-PA5144
gene-PA0437	860	1071	946	593	1124	901	523	727	832	524	793	798	host	codA
gene-PA1309	390	1044	610	258	572	294	173	399	327	243	316	272	host	gene-PA1309
gene-PA1546	15742	23360	15067	4092	5194	1214	2272	1820	2910	4101	4753	1625	host	hemN
gene-PA3127	224	638	396	131	330	155	93	170	274	146	214	203	host	gene-PA3127
gene-PA2235	1521	1646	1115	1399	2480	1901	2537	2294	4023	2633	3427	2664	host	pslE
gene-PA3633	390	820	808	730	1276	1592	683	1438	1012	604	650	972	host	ygbP
gene-PA3798	600	829	794	473	1192	907	559	715	819	595	704	915	host	gene-PA3798
gene-PA3174	332	377	116	184	217	76	130	173	78	154	147	79	host	gene-PA3174
gene-PA0103a	266	293	275	183	496	258	170	287	236	226	246	345	host	gene-PA0103a
gene-PA1097	3155	4638	3720	2747	4902	2761	1539	3051	3278	1795	2741	2479	host	fleQ
gene-PA1217	120	251	148	65	145	63	51	74	107	70	94	76	host	gene-PA1217
gene-PA3392	305	688	19275	317	928	16349	1724	2467	6977	6274	4383	5617	host	nosZ
gene-PA2581.1	50	69	127	70	127	172	37	148	77	52	65	107	host	gene-PA2581.1
gene-PA1319	124	126	101	85	136	42	156	78	54	391	208	95	host	cyoC
gene-PA0281	107	193	144	60	224	201	96	122	142	144	241	169	host	cysW
gene-PA0973	20255	11402	18401	12365	20724	19588	11867	14900	17550	16004	18223	20848	host	oprL
gene-PA2240	393	478	375	410	527	285	568	433	672	838	858	1272	host	pslJ
gene-PA2102	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2102
gene-PA1186	64	102	49	38	63	38	28	46	45	30	45	43	host	gene-PA1186
gene-PA4496	408	949	694	335	570	477	215	353	444	293	350	407	host	gene-PA4496
gene-PA4036	460	865	583	359	513	303	201	351	395	274	326	323	host	gene-PA4036
gene-PA2917	1861	1896	1030	1002	1786	1048	558	625	498	818	534	326	host	gene-PA2917
gene-PA2980	657	663	553	658	1466	963	592	1054	731	507	775	972	host	gene-PA2980
gene-PA2118	0	0	0	0	0	0	0	0	0	0	0	0	host	ada
gene-PA3507	29	79	47	16	65	53	17	21	42	8	25	43	host	gene-PA3507
gene-PA1331	213	338	331	432	685	293	220	688	465	177	445	355	host	gene-PA1331
gene-PA0401	3106	4246	3081	2397	4234	1951	1301	2166	1399	1314	1808	1512	host	gene-PA0401
gene-PA1243	2803	3438	1740	2992	5616	2302	1628	2838	1750	1582	2309	2209	host	gene-PA1243
gene-PA3865a	445	761	1271	523	806	1189	364	525	1004	362	463	1165	host	gene-PA3865a
gene-PA5516	391	855	647	383	1213	615	229	656	686	321	532	607	host	pdxY
gene-PA5430	537	541	429	360	1132	794	403	705	564	495	730	830	host	gene-PA5430
gene-PA2412	27	18	14	6	21	14	3	7	18	5	13	48	host	gene-PA2412
gene-PA1660	1319	660	407	1407	749	575	1321	790	219	593	593	261	host	gene-PA1660
gene-PA0745	376	1723	682	432	1521	325	140	485	160	146	249	183	host	gene-PA0745
gene-PA1428a	208	343	274	151	489	316	150	254	195	150	259	239	host	gene-PA1428a
gene-PA4670	8223	7520	9062	17648	35814	27460	15535	24124	11379	15901	14594	21810	host	prs
gene-PA1808	309	425	624	275	591	548	200	351	304	189	359	395	host	gene-PA1808
gene-PA0384	115	135	131	101	187	122	83	149	107	83	133	104	host	gene-PA0384
gene-PA3753	798	2154	1434	600	1067	692	323	691	1155	389	641	642	host	gene-PA3753
gene-PA1537	44	149	83	47	87	37	27	35	36	26	45	45	host	gene-PA1537
gene-PA2800	1231	1749	1451	1819	5026	2969	1763	3146	1960	1736	2425	2895	host	gene-PA2800
gene-PA5454	459	1177	1403	315	591	430	324	555	1368	402	856	832	host	rmd
gene-PA5405	49	306	149	156	226	59	31	111	33	40	48	87	host	gene-PA5405
gene-PA4302	45	181	77	66	181	78	36	61	46	32	60	46	host	tadA
gene-PA4947	2675	4267	3042	2536	4710	2999	1894	3225	2515	2034	2875	2605	host	amiB
gene-PA2308	25	18	21	12	18	3	6	19	10	20	15	9	host	gene-PA2308
gene-PA3464	131	196	174	78	152	78	82	101	121	97	126	116	host	gene-PA3464
gene-PA0218	150	429	280	83	172	100	52	83	139	52	120	121	host	gene-PA0218
gene-PA0894	147	305	216	121	193	211	124	198	193	127	203	129	host	gene-PA0894
gene-PA2679	202	890	299	105	540	321	60	171	341	88	170	85	host	gene-PA2679
gene-PA1213	30	58	22	21	50	24	14	24	24	11	25	18	host	gene-PA1213
gene-PA5485	381	813	570	443	922	456	296	471	354	290	436	517	host	ampDh2
gene-PA3537	567	928	857	1387	4375	1618	773	2639	1959	776	1001	1329	host	argF
gene-PA0219	49	80	59	23	58	44	19	21	46	19	33	36	host	gene-PA0219
gene-PA3461	151	425	417	142	444	260	90	223	67	102	114	122	host	gene-PA3461
gene-PA0486	356	759	525	307	731	393	174	375	421	220	385	292	host	gene-PA0486
gene-PA4558	1028	854	1380	904	1505	1676	1174	1825	1633	1323	1743	1563	host	gene-PA4558
gene-PA1697	77	67	141	49	107	503	48	71	242	78	113	296	host	gene-PA1697
gene-PA3310	1308	3699	3075	1477	2473	1768	935	969	734	640	689	838	host	gene-PA3310
gene-PA4708	197	396	305	114	265	92	213	138	208	101	262	376	host	phuT
gene-PA3712	573	2789	1207	293	1159	296	180	536	580	346	648	529	host	gene-PA3712
gene-PA5519	344	925	589	264	686	339	190	681	1810	328	389	364	host	gene-PA5519
gene-PA0386	199	318	285	561	869	618	309	721	368	257	323	369	host	gene-PA0386
gene-PA5306	797	1355	1445	690	1505	564	347	635	398	251	475	416	host	gene-PA5306
gene-PA3260	384	1025	650	349	859	476	315	479	431	306	523	473	host	gene-PA3260
gene-PA1254	23	42	17	20	33	13	13	16	17	14	21	24	host	gene-PA1254
gene-PA5328	38	42	17	37	55	45	30	35	16	23	27	27	host	gene-PA5328
gene-PA4203	138	479	225	106	350	101	80	216	132	67	189	96	host	gene-PA4203
gene-PA2208	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2208
gene-PA2813	213	552	314	174	554	325	154	342	389	175	311	295	host	gene-PA2813
gene-PA0370	498	526	664	363	938	711	366	718	533	337	554	612	host	gene-PA0370
gene-PA0302	927	1234	1043	793	2108	1369	636	1030	870	572	948	1186	host	spuF
gene-PA4652	103	224	127	105	116	66	66	80	106	74	112	112	host	gene-PA4652
gene-PA2052	0	0	0	0	0	0	0	0	0	0	0	0	host	cynS
gene-PA3559	233	329	710	167	285	382	164	190	326	198	258	641	host	gene-PA3559
gene-PA4155	52	74	63	36	44	25	19	28	45	19	36	37	host	gene-PA4155
gene-PA0208	130	496	160	130	325	170	53	87	139	44	90	61	host	mdcA
gene-PA1833a	600	1549	1143	784	1245	478	209	574	267	258	355	270	host	gene-PA1833a
gene-PA1514	129	499	328	143	275	100	44	194	138	55	93	94	host	gene-PA1514
gene-PA0205	158	258	115	88	122	39	65	67	49	73	64	52	host	gene-PA0205
gene-PA2659	1326	1052	793	919	1491	786	662	845	587	724	884	769	host	gene-PA2659
gene-PA4011	681	735	718	642	1346	1065	550	820	789	656	771	1035	host	gene-PA4011
gene-PA5024	93	258	145	73	155	105	56	170	61	110	221	133	host	gene-PA5024
gene-PA2187	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2187
gene-PA3303	273	401	367	352	488	229	151	351	210	137	178	153	host	gene-PA3303
gene-PA5551	636	1044	988	435	475	365	408	369	583	483	687	580	host	gene-PA5551
gene-PA2732	3837	8575	4458	4025	10249	3677	3551	8707	3872	3358	6272	3761	host	gene-PA2732
gene-PA2361	127	285	125	100	214	123	36	98	68	77	94	71	host	gene-PA2361
gene-PA2500	2177	6354	4037	692	692	195	317	267	522	359	436	272	host	gene-PA2500
gene-PA3863	211	1214	339	238	568	291	169	353	261	177	287	245	host	dauA
gene-PA4490	586	554	622	602	549	926	727	508	923	507	618	1061	host	gene-PA4490
gene-PA0387	1518	3895	2764	1408	3539	1899	870	1889	1247	928	1538	1250	host	gene-PA0387
gene-PA4049	290	581	506	412	966	1067	495	1043	788	465	811	727	host	gene-PA4049
gene-PA0483	137	401	189	70	209	135	48	83	129	74	125	80	host	gene-PA0483
gene-PA2457	248	411	254	338	350	219	158	251	132	113	166	151	host	gene-PA2457
gene-PA5084	72	359	183	85	787	74	47	324	79	39	144	65	host	gene-PA5084
gene-PA1903	34	64	27	16	37	22	16	24	14	14	16	21	host	phzE2
gene-PA1664	205	86	63	227	97	48	192	69	75	144	90	42	host	gene-PA1664
gene-PA4524.1	8079	5309	7677	6196	9386	11352	4814	6973	10347	10314	8262	11448	host	gene-PA4524.1
gene-PA1419	145	354	107	97	167	69	86	98	85	116	207	210	host	gene-PA1419
gene-PA4378	842	1452	861	772	1903	1329	859	844	703	632	743	950	host	inaA
gene-PA2703	87	52	44	79	124	173	130	158	146	108	156	202	host	gene-PA2703
gene-PA0702	63	123	112	44	128	84	36	66	91	61	66	87	host	gene-PA0702
gene-PA3548	76	138	139	51	78	55	37	50	73	43	66	47	host	algI
gene-PA4439	1358	2027	1831	1148	3491	2546	1074	2096	2418	1216	1751	2311	host	trpS
gene-PA1873	45	103	48	35	49	13	14	24	16	20	42	17	host	gene-PA1873
gene-PA2863	23	48	27	33	53	26	8	29	20	18	16	17	host	lipH
gene-PA4704.1	91	280	196	93	174	82	120	230	134	106	218	220	host	prrF1
gene-PA5447	2457	3930	1945	1328	2169	755	972	1208	624	1273	1154	776	host	wbpZ
gene-PA5487	2737	4238	2381	1821	3073	1981	1360	2597	1641	1572	2057	2203	host	gene-PA5487
gene-PA4836	40	113	103	53	142	91	49	72	55	24	81	68	host	gene-PA4836
gene-PA5047	885	1320	1130	849	2048	1536	904	1435	1130	886	1406	1210	host	gene-PA5047
gene-PA0851	258	667	394	229	817	284	145	600	296	119	295	196	host	gene-PA0851
gene-PA0435	84	127	74	72	87	64	39	49	80	40	57	144	host	gene-PA0435
gene-PA0549	1101	1081	1200	803	1859	2029	1213	1467	1540	1360	1714	1600	host	gene-PA0549
gene-PA2273	198	255	202	53	160	85	32	86	141	70	137	82	host	soxR
gene-PA0960	172	529	201	164	425	268	106	229	153	169	216	212	host	gene-PA0960
gene-PA1856	249	573	364	138	179	125	108	129	154	135	145	178	host	gene-PA1856
gene-PA4056	1601	2255	1606	941	2247	1583	880	1432	1531	998	1702	1455	host	ribD
gene-PA5458	207	469	313	187	459	401	158	267	275	153	256	422	host	gene-PA5458
gene-PA3380	7	24	9	13	11	6	2	14	6	4	6	11	host	gene-PA3380
gene-PA4937.2	710	898	975	782	1461	886	675	1505	344	987	988	754	host	gene-PA4937.2
gene-PA1088	748	2037	2151	743	1569	1517	601	1043	714	557	664	819	host	gene-PA1088
gene-PA2784	37	74	41	47	49	32	37	33	34	37	40	36	host	gene-PA2784
gene-PA4148	66	106	45	52	91	25	27	48	36	38	59	40	host	gene-PA4148
gene-PA0675	18	38	20	9	10	12	21	5	16	23	14	20	host	vreI
gene-PA5157	93	108	93	61	136	81	104	152	227	140	181	153	host	gene-PA5157
gene-PA1727	960	1026	671	1298	1931	1044	843	1326	750	870	993	875	host	mucR
gene-PA5293	101	250	121	56	131	79	33	97	91	47	97	74	host	gene-PA5293
gene-PA4712	254	328	222	156	337	124	99	134	135	126	145	153	host	gene-PA4712
gene-PA5344	1491	2583	1907	1098	2907	1656	842	1763	1715	963	1591	1679	host	oxyR
gene-PA4700	1770	1789	2338	2371	4490	3322	1801	3025	2165	1628	2243	2774	host	mrcB
gene-PA1472	137	279	204	133	293	116	71	175	78	100	125	127	host	gene-PA1472
gene-PA3482	2413	2828	2602	2300	6215	4683	2548	3673	3689	2642	3837	4164	host	metG
gene-PA4887	252	256	408	238	514	491	265	361	290	359	363	361	host	gene-PA4887
gene-PA2378	656	1334	1140	585	1245	1300	531	897	1214	715	1588	2532	host	gene-PA2378
gene-PA2755	1415	1314	1383	1434	3884	2015	1068	2356	1599	1095	1694	2436	host	eco
gene-PA1271	927	788	554	785	2725	1662	1146	2179	1000	1084	1656	1754	host	gene-PA1271
gene-PA1578	194	440	212	163	231	117	65	162	122	116	134	126	host	gene-PA1578
gene-PA0368	324	532	533	303	545	440	174	481	394	225	322	1644	host	gene-PA0368
gene-PA4197	514	2111	1238	525	1594	421	235	807	382	242	576	275	host	bfiS
gene-PA0026	475	1199	727	196	587	195	185	483	571	276	539	394	host	plcB
gene-PA3716	1656	1369	1414	1383	3668	4284	2427	2905	4414	2063	3075	5553	host	gene-PA3716
gene-PA3208	476	748	684	394	1000	566	337	567	563	330	538	503	host	gene-PA3208
gene-PA2508	11	30	23	8	28	16	6	11	12	8	17	6	host	catC
gene-PA5422	938	2783	1641	731	1478	687	437	662	600	492	611	636	host	gene-PA5422
gene-PA2619	1411	1941	1984	5855	10941	5949	2421	6466	2429	3029	3553	4233	host	infA
gene-PA2578	164	614	438	123	182	109	66	107	179	86	183	113	host	gene-PA2578
gene-PA3371	56	155	71	60	102	41	37	51	36	44	56	35	host	gene-PA3371
gene-PA1636	311	388	287	237	457	364	153	254	185	191	268	235	host	kdpD
gene-PA5022	828	1191	1115	857	1626	1126	771	1371	1162	754	1212	1249	host	gene-PA5022
gene-PA0595	9739	10139	10364	9261	24322	15639	8673	13594	10179	8488	12184	12526	host	ostA
gene-PA4942	6880	10922	7724	10870	26876	12979	6716	17225	8248	5494	10963	10891	host	hflK
gene-PA2322	119	264	129	85	102	58	149	114	66	173	316	443	host	gene-PA2322
gene-PA4987	252	290	276	209	442	373	141	310	231	208	307	267	host	gene-PA4987
gene-PA1896	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1896
gene-PA2422	27	60	47	26	43	31	8	17	22	19	19	18	host	gene-PA2422
gene-PA1643	1519	1623	1190	1111	1556	924	684	1052	825	705	895	785	host	gene-PA1643
gene-PA5068	1840	2446	1830	1421	3119	2035	1118	2096	1464	1126	1881	1434	host	tatA
gene-PA1749	665	2108	1432	1270	2699	843	431	822	596	490	698	482	host	gene-PA1749
gene-PA1551	10816	13582	9037	7981	8673	4669	4666	4856	3076	4415	4284	2633	host	gene-PA1551
gene-PA5316.1	3346	2972	2916	6277	15071	12034	8800	11291	5160	9338	9615	12019	host	gene-PA5316.1
gene-PA5548	341	428	474	332	659	449	328	459	570	432	440	676	host	gene-PA5548
gene-PA4745	9019	10408	9262	20427	42680	26326	16288	24709	12919	15039	17958	18653	host	nusA
gene-PA2861	62	188	106	57	78	39	33	61	34	29	60	57	host	ligT
gene-PA2068	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2068
gene-PA0761	1740	3371	2579	1311	3110	2005	1168	1711	1658	1435	1903	1757	host	nadB
gene-PA5115	177	644	415	81	80	86	37	73	81	53	55	49	host	gene-PA5115
gene-PA1986	0	0	0	0	0	0	0	0	0	0	0	0	host	pqqB
gene-PA2872	126	174	149	82	208	151	89	181	165	106	238	205	host	gene-PA2872
gene-PA5267	808	239	113	603	316	119	807	212	112	1000	294	95	host	hcpB
gene-PA4746.1	949	1662	1734	1726	2198	1898	857	2630	954	1044	1151	1262	host	gene-PA4746.1
gene-PA2527	535	845	702	437	1276	750	518	980	714	529	1071	892	host	gene-PA2527
gene-PA0373	2549	3261	2944	2797	6465	3990	2310	3637	2863	2231	3368	3261	host	ftsY
gene-PA3102	323	678	448	294	618	333	207	482	367	220	411	513	host	xcpS
gene-PA4764	1533	2489	2566	1446	3912	2621	1071	2324	2340	1539	2146	2372	host	fur
gene-PA4899	116	369	241	73	272	107	39	154	74	53	120	140	host	gene-PA4899
gene-PA4780	297	565	405	457	1160	808	356	892	609	339	582	569	host	gene-PA4780
gene-PA4959	1848	2558	1983	2381	5100	3163	1896	4932	2588	1706	2950	3056	host	fimX
gene-PA0825	56	77	68	33	50	31	28	18	30	27	25	32	host	gene-PA0825
gene-PA0275	154	389	270	56	165	127	60	84	177	66	128	99	host	gene-PA0275
gene-PA4905	95	161	99	108	215	139	58	135	93	57	108	75	host	vanB
gene-PA4730	812	765	601	549	1913	1360	759	1259	1000	683	1162	1401	host	panC
gene-PA0371	1134	1004	1019	728	2306	1269	771	1282	986	714	1170	1376	host	gene-PA0371
gene-PA3212	540	981	640	253	655	477	206	439	625	244	488	514	host	gene-PA3212
gene-PA1394	59	51	43	34	57	70	43	41	55	43	43	69	host	gene-PA1394
gene-PA2247	1239	7716	3167	1480	1699	192	339	466	585	444	365	141	host	bkdA1
gene-PA3703	514	674	772	514	854	1003	436	876	550	426	624	629	host	wspF
