Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol
gene-VC_RS11385	8134	7760	7968	8401	4671	4279	4297	4712	4574	4587	host	thrA
gene-VC_RS16120	612	721	736	747	597	581	644	907	984	874	host	gene-VC_RS16120
gene-VC_RS18515	198	226	178	173	437	350	405	585	588	552	host	gene-VC_RS18515
gene-VC_RS06285	5357	5523	5248	4702	11538	11975	12938	15272	17917	13113	host	gene-VC_RS06285
gene-VC_RS13970	40	49	28	39	68	66	57	125	121	111	host	rbsD
gene-VC_RS12370	677	684	723	750	931	1077	887	1345	1347	1244	host	gene-VC_RS12370
gene-VC_RS10225	2193	2097	2035	2003	2471	3067	3017	2673	2378	2229	host	fliM
gene-VC_RS08705	11	18	12	13	35	27	26	41	51	43	host	gene-VC_RS08705
gene-VC_RS03515	633	725	788	714	625	561	586	604	581	532	host	gene-VC_RS03515
gene-VC_RS14985	227	234	300	284	407	380	445	954	1089	894	host	gene-VC_RS14985
gene-VC_RS02040	461	556	552	593	404	408	334	555	514	572	host	gene-VC_RS02040
gene-VC_RS04085	261	246	273	249	381	307	405	502	538	453	host	gene-VC_RS04085
gene-VC_RS04865	2310	2333	2272	2299	4049	4399	4373	4291	4800	4013	host	gene-VC_RS04865
gene-VC_RS15705	1438	1514	1348	1256	2644	2405	3197	4545	4365	4240	host	gene-VC_RS15705
gene-VC_RS03645	1434	1413	1415	1348	1230	1174	1266	1461	1636	1373	host	ppx
gene-VC_RS08840	1221	1497	1443	1628	2225	2165	2221	2738	2425	2613	host	nadA
gene-VC_RS07030	352	338	308	332	184	142	169	140	153	111	host	gene-VC_RS07030
gene-VC_RS00915	504	526	589	606	715	662	711	1027	1208	961	host	gene-VC_RS00915
gene-VC_RS11860	4826	4046	3409	3621	7474	8282	10055	9395	7620	8664	host	lepB
gene-VC_RS14075	167	205	193	196	353	306	306	537	567	507	host	gene-VC_RS14075
gene-VC_RS16760	337	426	352	446	840	815	760	1350	1274	1245	host	torT
gene-VC_RS18555	58	78	74	87	125	128	116	164	154	139	host	gene-VC_RS18555
gene-VC_RS00095	1481	2054	1805	1892	5989	6318	7338	9785	10532	9421	host	gene-VC_RS00095
gene-VC_RS09535	650	622	562	564	1077	1134	1135	1526	1629	1372	host	rrtA
gene-VC_RS04350	696	672	703	625	757	700	742	812	836	758	host	tsaA
gene-VC_RS00170	275	329	363	335	302	275	309	340	308	293	host	gene-VC_RS00170
gene-VC_RS16955	416	494	376	341	1424	1389	1617	2582	2899	2406	host	gene-VC_RS16955
gene-VC_RS03880	119	142	214	203	241	217	204	244	180	173	host	gene-VC_RS03880
gene-VC_RS18485	779	856	725	775	543	520	503	625	658	651	host	gene-VC_RS18485
gene-VC_RS07600	346	421	387	406	707	619	626	1157	1064	1010	host	gene-VC_RS07600
gene-VC_RS15305	370	474	402	430	935	934	959	1886	1853	1943	host	gene-VC_RS15305
gene-VC_RS02930	5083	5884	6522	7156	6004	6121	5510	6498	5846	6396	host	gene-VC_RS02930
gene-VC_RS03985	9	11	14	4	25	16	15	36	36	36	host	citD
gene-VC_RS00785	1677	1645	1549	1654	1875	1924	2185	2093	2123	2016	host	vexR
gene-VC_RS05640	1668	1908	2244	2024	1831	1786	1736	2287	2576	1968	host	gene-VC_RS05640
gene-VC_RS08120	357	429	402	410	855	805	891	1086	992	957	host	pspA
gene-VC_RS13075	1175	1140	1098	1138	1194	1225	1155	1516	1507	1332	host	gene-VC_RS13075
gene-VC_RS05835	258	292	304	306	389	312	342	454	507	439	host	gene-VC_RS05835
gene-VC_RS15920	988	1065	1006	843	458	298	425	429	417	371	host	cqsA
gene-VC_RS08385	295	306	298	316	337	312	363	347	363	385	host	gene-VC_RS08385
gene-VC_RS09985	490	437	490	518	762	733	777	953	948	866	host	gene-VC_RS09985
gene-VC_RS10670	1446	1642	1788	1767	1924	1995	2000	1132	1136	1041	host	gene-VC_RS10670
gene-VC_RS13040	3618	3893	4175	3886	2655	2631	2340	2110	2214	1870	host	rpoZ
gene-VC_RS04720	664	655	780	741	591	580	697	719	716	654	host	rsfS
gene-VC_RS13590	370	411	434	440	395	316	339	450	492	366	host	gene-VC_RS13590
gene-VC_RS10955	3007	3610	3747	3654	4737	4565	4895	4886	4029	4358	host	ribE
gene-VC_RS12355	764	786	680	705	1264	1301	1358	2032	2064	1850	host	gene-VC_RS12355
gene-VC_RS14630	254	292	296	259	304	317	339	441	364	423	host	gene-VC_RS14630
gene-VC_RS03025	511	460	484	466	710	654	661	1022	1019	947	host	gluQRS
gene-VC_RS15750	1681	1583	1479	1412	3252	3137	3894	5134	4977	4799	host	gene-VC_RS15750
gene-VC_RS13025	462	449	590	523	710	689	589	1333	1353	1129	host	gene-VC_RS13025
gene-VC_RS09135	2185	2150	2165	2086	2193	2197	2479	2561	2574	2254	host	lpoB
gene-VC_RS10085	642	654	713	777	657	525	572	616	626	625	host	gene-VC_RS10085
gene-VC_RS17625	79	102	86	99	118	115	95	145	138	131	host	gene-VC_RS17625
gene-VC_RS17145	210	275	268	285	447	395	423	669	838	703	host	gene-VC_RS17145
gene-VC_RS15720	1151	1352	1168	1063	2320	2273	2534	4103	4439	3812	host	gene-VC_RS15720
gene-VC_RS05935	1105	1170	929	1000	1632	1554	1696	2064	2146	1914	host	gene-VC_RS05935
gene-VC_RS16665	2207	2233	2616	2839	532	606	525	457	495	439	host	gene-VC_RS16665
gene-VC_RS12675	3101	2803	4297	2962	3185	3407	3324	3634	3531	3361	host	aroB
gene-VC_RS10300	4921	4788	5061	4641	6019	6703	6651	5325	5125	4769	host	fliD
gene-VC_RS08790	146	184	165	198	415	426	340	764	699	678	host	gene-VC_RS08790
gene-VC_RS14455	4065	3835	3191	3098	6294	6705	7190	7354	6903	6385	host	gene-VC_RS14455
gene-VC_RS08820	534	804	572	554	2291	2362	2316	3924	3446	3660	host	manA
gene-VC_RS00730	4394	4332	4369	4112	2566	2354	2692	2315	2067	1960	host	gene-VC_RS00730
gene-VC_RS12235	1096	1158	1323	1219	1213	1148	1362	1163	1137	1084	host	yjgA
gene-VC_RS02910	1142	1454	1672	1595	1865	1736	1895	2026	2207	1954	host	zapE
gene-VC_RS07900	933	1160	1228	1245	1588	1557	1387	1793	2146	1782	host	gene-VC_RS07900
gene-VC_RS10010	137	172	166	189	172	179	150	192	174	178	host	gene-VC_RS10010
gene-VPVV882_gp20	6665	10778	1594	1802	66931	84959	85952	109947	102610	110155	phage	gene-VPVV882_gp20
gene-VC_RS10305	2199	2222	2268	2124	2610	2385	3179	2329	2026	2123	host	flaG
gene-VC_RS09885	2362	2540	2546	2566	4091	3853	3951	4781	4871	4295	host	gene-VC_RS09885
gene-VC_RS10265	1559	1707	1562	1692	1644	1597	1619	1967	1841	1780	host	fliF
gene-VC_RS10595	683	640	652	703	799	771	698	725	782	639	host	flgJ
gene-VC_RS02265	7169	6019	4327	3656	3125	3950	4628	2217	1650	1833	host	gene-VC_RS02265
gene-VC_RS01895	1915	1695	1913	1782	1240	1349	1390	1085	1122	947	host	zur
gene-VC_RS16395	163	180	156	175	287	328	245	498	498	447	host	gene-VC_RS16395
gene-VC_RS17365	324	430	445	470	685	688	616	965	1027	1007	host	yjeH
gene-VC_RS07290	726	792	785	741	642	643	641	780	711	767	host	gene-VC_RS07290
gene-VC_RS12010	188	205	210	237	269	293	291	465	494	481	host	gene-VC_RS12010
gene-VC_RS06635	715	821	788	869	1432	1487	1470	2302	2067	2336	host	queC
gene-VC_RS05675	1656	1776	1949	2053	916	905	762	859	821	849	host	gene-VC_RS05675
gene-VC_RS02320	806	734	767	782	660	587	588	627	634	559	host	mutY
gene-VC_RS03940	139	117	133	122	207	217	239	291	420	324	host	gene-VC_RS03940
gene-VC_RS17860	2819	2922	16117	2651	2800	2642	2975	2905	3264	2597	host	gene-VC_RS17860
gene-VC_RS10100	1112	1265	1331	1196	1213	1072	1145	1135	986	978	host	gene-VC_RS10100
gene-VC_RS08670	703	704	806	749	621	480	615	590	643	523	host	gene-VC_RS08670
gene-VC_RS04065	766	744	776	806	1225	1164	1266	1543	1631	1374	host	gene-VC_RS04065
gene-VC_RS01295	298	1075	286	308	497	522	474	925	841	869	host	gene-VC_RS01295
gene-VC_RS08585	185	208	200	213	237	170	230	270	226	207	host	siaQ
gene-VC_RS16015	788	781	819	789	1230	1114	1254	1591	1713	1372	host	gene-VC_RS16015
gene-VC_RS09720	2953	2824	2825	2848	3442	3640	3174	3212	3302	3035	host	fabF
gene-VC_RS04035	994	978	991	876	1549	1519	1668	2230	2356	1969	host	gene-VC_RS04035
gene-VC_RS12935	1284	1356	1722	1570	838	960	768	806	1034	780	host	zapB
gene-VC_RS03410	788	907	861	899	970	901	964	1539	1458	1534	host	gene-VC_RS03410
gene-VC_RS00250	349	365	385	383	549	2987	572	598	5824	585	host	hemF
gene-VC_RS14980	819	954	1031	1040	1136	1053	1138	1926	2064	1994	host	gene-VC_RS14980
gene-VC_RS16775	938	990	1017	938	890	761	792	947	1000	894	host	gene-VC_RS16775
gene-VC_RS04470	235	289	308	318	519	510	481	569	500	512	host	syd
gene-VC_RS06695	822	686	925	767	867	813	876	1478	1589	1171	host	gene-VC_RS06695
gene-VC_RS00110	2283	2379	2695	2635	1488	1298	1454	3137	5908	3397	host	gene-VC_RS00110
gene-VC_RS11820	987	986	940	952	1037	1026	1073	1492	1561	1388	host	gene-VC_RS11820
gene-VC_RS12285	1294	2680	1531	1487	1471	1422	1429	1504	1583	1461	host	gene-VC_RS12285
gene-VC_RS14095	748	730	712	788	484	426	478	680	601	544	host	gene-VC_RS14095
gene-VC_RS08905	367	417	430	492	748	780	709	1025	1029	957	host	ruvA
gene-VC_RS01985	383	421	445	444	412	439	381	511	519	517	host	gene-VC_RS01985
gene-VC_RS13375	13473	25989	19043	11185	11768	4090	4394	4069	4442	3748	host	atpG
gene-VC_RS11480	321	303	319	356	493	553	520	699	716	700	host	gene-VC_RS11480
gene-VC_RS02300	13450	13202	10336	9398	7376	7899	8594	6045	5103	4732	host	gene-VC_RS02300
gene-VC_RS06075	161	194	231	261	283	314	254	476	447	480	host	btuC
gene-VC_RS16135	286	315	389	326	473	467	440	557	652	596	host	yciH
gene-VPVV882_gp61	1045	1786	1046	1376	15814	18453	16774	19532	19826	18455	phage	gene-VPVV882_gp61
gene-VC_RS01235	2560	2495	2729	3049	2198	1943	2204	2398	2290	2485	host	gene-VC_RS01235
gene-VC_RS17160	713	773	711	691	1225	1212	1220	1750	1784	1613	host	gene-VC_RS17160
gene-VC_RS18170	94	178	163	177	124	99	114	309	356	293	host	gene-VC_RS18170
gene-VC_RS18255	1979	2217	1927	1985	3449	3218	3510	5884	5705	5691	host	gene-VC_RS18255
gene-VC_RS08880	1646	1678	1700	1566	1548	1627	1739	1714	1578	1466	host	ybgE
gene-VC_RS02020	1678	1649	1707	1819	1930	1950	1772	2010	2079	1938	host	gene-VC_RS02020
gene-VC_RS12855	362	294	339	336	365	375	356	345	321	280	host	gene-VC_RS12855
gene-VC_RS17550	868	1037	840	801	2655	2651	2650	4991	3743	3111	host	gene-VC_RS17550
gene-VC_RS04245	2338	2411	2593	2399	2013	1660	1661	1544	1559	1454	host	bamE
gene-VC_RS05860	1297	1487	1808	1753	574	441	492	399	365	345	host	gene-VC_RS05860
gene-VC_RS15670	1618	1909	1746	1498	2750	2979	2894	5235	6574	5147	host	gene-VC_RS15670
gene-VC_RS17135	251	289	282	288	360	288	370	469	533	391	host	gene-VC_RS17135
gene-VC_RS12145	1754	1730	1703	1663	1814	1500	1945	1682	1654	1532	host	gene-VC_RS12145
gene-VC_RS14440	421	534	634	624	643	537	562	1061	1065	927	host	gene-VC_RS14440
gene-VC_RS02125	2280	2311	2216	2350	2407	2379	2522	3891	3603	3521	host	gene-VC_RS02125
gene-VC_RS14500	28	41	32	31	96	96	80	271	259	250	host	gene-VC_RS14500
gene-VC_RS18725	152	127	198	183	130	138	124	166	129	138	host	gene-VC_RS18725
gene-VC_RS06220	302	375	337	376	447	495	431	598	686	623	host	gene-VC_RS06220
gene-VC_RS12755	984	1006	1000	1039	524	545	512	619	469	460	host	argE
gene-VC_RS06105	2024	1991	1880	2014	2066	1778	2085	2117	2184	1841	host	gene-VC_RS06105
gene-VC_RS00125	9115	8314	7800	8500	3312	3032	2866	4465	3793	4031	host	ilvD
gene-VC_RS03740	1312	1588	1523	1587	2235	2072	2077	2160	1917	2015	host	trmJ
gene-VC_RS02575	221	838	269	280	421	318	378	542	552	510	host	gene-VC_RS02575
gene-VC_RS08660	98	98	105	89	131	97	120	154	160	130	host	gene-VC_RS08660
gene-VC_RS10975	1261	1371	1596	1528	1185	1163	1278	1034	1065	896	host	nrdR
gene-VC_RS16320	2153	2275	2783	2337	1306	1182	1129	1153	1179	987	host	mscL
gene-VC_RS05285	187	156	171	173	272	264	315	351	334	314	host	gene-VC_RS05285
gene-VC_RS16710	370	410	405	435	247	254	202	290	305	268	host	glgC
gene-VC_RS14890	435	543	568	522	860	632	830	1329	1445	1347	host	gene-VC_RS14890
gene-VC_RS15905	673	606	708	681	824	747	753	915	1142	936	host	gene-VC_RS15905
gene-VC_RS17360	315	352	363	431	590	524	484	652	730	718	host	gene-VC_RS17360
gene-VC_RS05145	412	606	454	472	790	961	899	2316	2110	2245	host	fadI
gene-VC_RS04640	216	234	230	293	324	305	332	395	453	370	host	vpsM
gene-VC_RS07155	397	425	435	440	547	468	566	609	692	530	host	gene-VC_RS07155
gene-VC_RS16670	7268	7197	9722	8094	1462	1127	953	271	154	151	host	gene-VC_RS16670
gene-VC_RS01105	2499	1412	1313	1312	1736	2448	1751	2200	1966	1964	host	gene-VC_RS01105
gene-VC_RS17750	1396	1243	1216	1147	2577	2740	2619	3724	4199	3398	host	rlmC
gene-VC_RS07945	25718	27307	31266	26024	20947	15223	20050	19105	16860	15352	host	rplY
gene-VC_RS00210	2003	2131	2191	2084	2093	2529	2524	2094	1472	1775	host	def
gene-VC_RS04900	1341	1433	1521	1527	1730	1598	1570	1617	1912	1509	host	gene-VC_RS04900
gene-VC_RS07965	179	238	181	154	357	338	359	594	651	548	host	gene-VC_RS07965
gene-VC_RS12620	876	907	906	1609	1007	910	1125	1426	1580	1394	host	astA
gene-VC_RS02070	8832	9260	10154	9585	25317	28531	5080	4095	3635	3436	host	gene-VC_RS02070
gene-VC_RS00485	1488	1665	1612	1578	2610	2388	2714	3233	3571	2944	host	glpG
gene-VC_RS10420	1854	2146	2264	2175	3190	3050	2941	3392	3040	3131	host	gene-VC_RS10420
gene-VC_RS18490	301	262	249	265	194	185	189	247	272	221	host	gene-VC_RS18490
gene-VC_RS02665	561	678	702	733	848	787	794	1066	1049	980	host	folB
gene-VC_RS14430	827	1216	1445	1642	1078	1064	1073	2162	2438	2272	host	vctG
gene-VC_RS17370	678	792	737	776	820	847	840	1267	1382	1307	host	gene-VC_RS17370
gene-VC_RS07335	148	175	184	192	225	185	227	296	325	268	host	gene-VC_RS07335
gene-VC_RS11045	222	236	229	241	335	332	375	416	506	441	host	dinB
gene-VC_RS11890	2272	2331	2376	2259	2376	2435	2496	3093	3063	2766	host	nadB
gene-VC_RS05185	869	835	991	956	534	502	482	640	555	522	host	gene-VC_RS05185
gene-VC_RS07355	617	676	613	625	947	936	1045	1603	1669	1547	host	gene-VC_RS07355
gene-VC_RS14195	927	1076	1441	1382	1385	1261	1187	1208	1312	1170	host	gene-VC_RS14195
gene-VC_RS13440	9191	8545	8807	9853	2585	2243	2041	1178	965	907	host	gene-VC_RS13440
gene-VC_RS04195	220	286	261	230	440	429	504	833	824	795	host	gene-VC_RS04195
gene-VC_RS04980	451	546	551	609	780	867	682	836	816	719	host	gloA
gene-VC_RS05320	250	260	288	277	210	219	208	235	269	196	host	gene-VC_RS05320
gene-VC_RS07615	269	289	281	303	370	361	338	485	565	480	host	yqfB
gene-VC_RS18195	3303	3205	3208	3142	3308	3061	3654	4086	3819	3542	host	glgX
gene-VC_RS12320	1418	1345	1412	1362	1359	1393	1437	1791	1743	1733	host	gene-VC_RS12320
gene-VC_RS04755	1455	1401	1394	1292	2017	2276	2201	2661	2431	2303	host	ybeY
gene-VC_RS12780	4197	3779	5097	5105	2611	2330	2311	2855	2131	11360	host	secB
gene-VC_RS08565	80	91	88	77	135	135	139	210	239	219	host	gene-VC_RS08565
gene-VC_RS05435	320	443	399	458	597	575	539	755	688	678	host	lolA
gene-VC_RS13475	1163	1175	1178	1352	1354	1312	1223	1219	999	944	host	gene-VC_RS13475
gene-VC_RS15245	622	678	758	719	763	490	677	830	866	728	host	gene-VC_RS15245
gene-VC_RS12155	635	731	901	878	1126	1010	1075	1078	1099	1044	host	mlaD
gene-VC_RS18225	970	894	1038	936	817	660	776	828	769	685	host	gene-VC_RS18225
gene-VPVV882_gp16	2778	5566	771	1078	34544	41789	41075	59741	57359	63828	phage	gene-VPVV882_gp16
gene-VC_RS04985	481	554	496	467	591	609	584	1012	988	914	host	nth
gene-VC_RS04455	3530	3436	3404	3088	3508	3437	3782	4678	4893	4148	host	gene-VC_RS04455
gene-VC_RS09260	3836	3193	3774	3805	2693	2477	2417	4458	3729	3835	host	lon
gene-VC_RS06510	555	603	531	616	619	583	612	1279	1305	1254	host	acnD
gene-VC_RS13830	1086	1266	1172	1224	2911	2716	2739	3437	3246	3359	host	gene-VC_RS13830
gene-VC_RS00965	271	344	349	409	525	703	526	687	738	681	host	gene-VC_RS00965
gene-VC_RS06915	944	954	939	917	1393	1296	1358	1344	1553	1219	host	gene-VC_RS06915
gene-VC_RS07630	2223	2881	2456	2343	3038	2748	2815	6118	5821	5394	host	almE
gene-VC_RS05890	167	201	163	178	269	255	270	409	436	394	host	hutU
gene-VC_RS16980	1390	1462	1183	1170	1678	1588	1744	4037	3762	3509	host	artM
gene-VC_RS17385	250	330	331	341	345	319	338	417	410	406	host	gene-VC_RS17385
gene-VC_RS06050	548	672	634	655	732	744	735	871	866	791	host	cobT
gene-VC_RS18855	74	112	114	108	183	183	136	204	275	204	host	gene-VC_RS18855
gene-VC_RS03215	2645	2645	2902	2997	2520	1591	1813	2245	1853	2060	host	rlmE
gene-VPVV882_gp38	3584	4817	773	915	40184	39803	47233	55456	47483	55413	phage	gene-VPVV882_gp38
gene-VPVV882_gp68	1287	1826	1489	1817	7478	7865	6929	9002	9363	9663	phage	gene-VPVV882_gp68
gene-VC_RS00435	493	499	516	608	716	744	677	984	1073	992	host	tatC
gene-VC_RS15555	222	228	201	189	421	423	476	673	756	589	host	gene-VC_RS15555
gene-VC_RS05565	614	670	667	717	444	492	490	916	929	866	host	hisB
gene-VC_RS15810	320	397	445	420	556	578	540	599	606	622	host	gene-VC_RS15810
gene-VC_RS15640	255	340	373	288	530	442	572	1372	1518	1368	host	gene-VC_RS15640
gene-VC_RS11225	1456	1435	1482	1411	1618	1562	1613	1546	1466	1407	host	gene-VC_RS11225
gene-VC_RS18315	72	76	78	98	84	117	92	139	124	147	host	gene-VC_RS18315
gene-VC_RS05830	3165	3079	3293	3278	3808	3895	3768	1906	1780	1507	host	purC
gene-VC_RS17685	857	1108	1181	1293	797	782	756	1085	1015	1017	host	gene-VC_RS17685
gene-VC_RS01040	1429	1402	1370	1364	1765	1467	1697	1915	2091	1691	host	gene-VC_RS01040
gene-VC_RS05485	350	381	276	279	518	334	455	1241	707	892	host	gene-VC_RS05485
gene-VC_RS11955	1019	997	1157	1343	905	803	756	1226	1275	1294	host	ilvN
gene-VC_RS04425	1263	1271	1092	1381	1310	1346	1278	1628	1538	1463	host	gene-VC_RS04425
gene-VC_RS03745	1169	1668	1871	2144	1796	2242	1939	3335	2777	3635	host	iscR
gene-VC_RS09555	491	552	494	583	921	874	865	1394	1367	1291	host	gene-VC_RS09555
gene-VC_RS02610	3	0	0	1	2	1	1	1	0	1	host	gene-VC_RS02610
gene-VC_RS09000	533	640	612	591	769	798	687	940	1002	841	host	gene-VC_RS09000
gene-VC_RS17115	376	489	483	596	387	381	318	651	727	632	host	gene-VC_RS17115
gene-VC_RS07480	593	776	883	941	760	726	685	1045	986	1003	host	gene-VC_RS07480
gene-VC_RS18160	3972	3881	4085	3908	3976	3419	4105	4485	4439	3995	host	gene-VC_RS18160
gene-VC_RS06535	163	175	130	128	382	377	385	916	1169	953	host	gene-VC_RS06535
gene-VC_RS01115	802	854	854	872	614	527	617	606	670	607	host	gene-VC_RS01115
gene-VC_RS09355	2573	2677	2405	2528	5266	5185	5756	6537	7143	6508	host	gene-VC_RS09355
gene-VC_RS16270	476	441	492	490	630	653	563	882	894	798	host	phnR
gene-VC_RS01890	2800	3372	3649	3891	3235	2956	3427	2961	3331	2752	host	gene-VC_RS01890
gene-VC_RS11245	457	443	500	509	878	792	861	1014	1146	1007	host	gene-VC_RS11245
gene-VC_RS06545	146	172	170	144	317	376	281	550	601	496	host	gene-VC_RS06545
gene-VC_RS10750	335	410	456	428	600	625	574	834	879	795	host	gene-VC_RS10750
gene-VC_RS02940	52775	7267	7297	6799	8344	9012	9993	10148	9474	8767	host	sspA
gene-VC_RS09910	1229	1316	1254	1267	1606	1386	1527	1424	1425	1348	host	ccmA
gene-VC_RS11620	7655	8938	8135	7968	11268	11957	11363	16664	14622	16419	host	aceF
gene-VC_RS10640	4374	5009	5677	5306	3713	5518	5464	3259	3244	2724	host	gene-VC_RS10640
gene-VC_RS03785	2949	3184	3091	3365	2840	2743	2736	2914	2575	2645	host	pepB
gene-VC_RS14535	234	274	180	233	517	519	593	725	662	702	host	gene-VC_RS14535
gene-VC_RS17175	1141	1300	1432	1479	1324	1317	1217	1572	1641	1582	host	gene-VC_RS17175
gene-VC_RS11940	543	714	651	641	1655	1635	1554	2722	2838	2619	host	gene-VC_RS11940
gene-VC_RS10830	1223	1055	992	1101	955	1012	908	888	783	841	host	gene-VC_RS10830
gene-VC_RS00235	4201	4084	4279	4170	5042	5119	5232	2180	1969	1796	host	gene-VC_RS00235
gene-VC_RS10730	671	498	654	606	473	639	368	220	304	200	host	gene-VC_RS10730
gene-VC_RS15095	374	505	415	369	791	682	1022	1893	2436	1662	host	gene-VC_RS15095
gene-VC_RS13270	3231	2663	4085	2633	2765	4105	2128	1829	919	1800	host	gene-VC_RS13270
gene-VC_RS17485	62	60	57	54	49	41	47	51	62	63	host	cydX
gene-VC_RS17590	944	995	1005	998	1292	1239	1303	1285	1241	1130	host	gene-VC_RS17590
gene-VC_RS08515	1484	1625	1721	1703	2393	2052	2187	3097	3880	3056	host	zorA
gene-VC_RS02110	1542	1638	1695	1649	1318	1447	1464	1597	1824	1510	host	mreD
gene-VC_RS14050	242	250	208	218	361	324	363	522	567	467	host	gene-VC_RS14050
gene-VC_RS08540	1854	1809	1895	1925	1866	1759	1878	2445	2385	2157	host	gene-VC_RS08540
gene-VC_RS15000	357	441	432	455	754	819	736	1407	1517	1396	host	gene-VC_RS15000
gene-VC_RS07345	146	168	158	195	231	267	215	330	353	328	host	fdhD
gene-VC_RS08420	206	205	222	239	389	350	375	623	623	574	host	gene-VC_RS08420
gene-VC_RS14375	315	360	461	436	468	428	449	541	532	467	host	gene-VC_RS14375
gene-VC_RS13690	303	369	256	314	687	676	620	1590	1650	1445	host	gene-VC_RS13690
gene-VC_RS02190	5784	5541	5201	7333	6252	6134	6472	5441	5539	4416	host	ispB
gene-VC_RS11605	1443	1497	1554	1485	1617	1749	1661	1884	1849	1691	host	rsmH
gene-VC_RS08895	2861	3264	3485	3139	4132	3968	4091	4901	4878	4577	host	cydA
gene-VC_RS13030	6551	6720	8151	6590	11032	10581	10087	24312	15711	12732	host	gene-VC_RS13030
gene-VPVV882_gp44	623	2079	245	327	9555	9345	10246	23970	24961	27003	phage	gene-VPVV882_gp44
gene-VC_RS01590	8384	10344	9833	8850	13831	12099	15086	16468	16582	14073	host	nusG
gene-VC_RS13420	1307	1547	1599	1572	1405	1293	1271	1617	1524	1540	host	rsmG
gene-VC_RS17090	431	481	432	470	408	405	394	535	453	509	host	gene-VC_RS17090
gene-VC_RS00770	1739	656	2391	750	395	312	348	373	281	329	host	gene-VC_RS00770
gene-VC_RS09055	527	556	531	539	654	647	731	849	707	795	host	gene-VC_RS09055
gene-VC_RS05800	303	446	325	393	901	873	805	1402	1326	1330	host	gene-VC_RS05800
gene-VC_RS08765	190	213	152	180	424	467	472	731	776	718	host	gene-VC_RS08765
gene-VC_RS00680	1053	1015	902	1007	1239	1286	1342	1338	1185	1206	host	ftsE
gene-VC_RS14625	519	550	564	553	803	778	900	979	926	940	host	gene-VC_RS14625
gene-VC_RS09270	4548	3971	3986	3958	4124	3903	5183	4513	3347	3772	host	clpP
gene-VC_RS17835	126	136	142	152	188	160	151	224	245	216	host	gene-VC_RS17835
gene-VC_RS12100	1807	1934	1880	1708	2523	2669	2506	3134	2938	2885	host	rapA
gene-VC_RS01195	9126	5761	5293	5681	5650	13128	5988	5428	5257	5097	host	gene-VC_RS01195
gene-VC_RS00430	2123	2157	1841	1782	2341	2157	2272	2504	2216	2166	host	tatB
gene-VC_RS09385	93	88	87	89	194	172	197	275	269	255	host	gene-VC_RS09385
gene-VC_RS13600	1779	1816	1907	1606	2128	1728	2158	2471	2430	2149	host	gene-VC_RS13600
gene-VC_RS13905	178	179	189	178	155	160	123	203	239	191	host	tagH
gene-VC_RS19085	10	14	5	6	30	18	24	34	38	30	host	gene-VC_RS19085
gene-VC_RS07380	222	272	265	264	336	367	317	424	422	387	host	mobA
gene-VC_RS01845	9984	10791	11755	9946	10749	8767	13403	9995	12292	7880	host	priB
gene-VC_RS13605	237	251	240	273	547	632	501	860	873	834	host	gltS
gene-VC_RS07785	397	404	366	368	479	406	426	975	1045	932	host	gene-VC_RS07785
