Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol
gene-PA3205	17	16	13	8	4	4	0	0	host	gene-PA3205
gene-PA3281	9	13	5	9	2	0	0	1	host	gene-PA3281
gene-PA1148	90	51	185	178	52	40	17	16	host	toxA
gene-PA2614	249	347	275	358	53	66	29	26	host	lolA
gene-PA2535	23	18	30	56	17	20	18	8	host	gene-PA2535
gene-PA3806	856	1351	1494	2347	397	530	229	146	host	gene-PA3806
gene-PA0154	15	10	19	21	3	5	1	0	host	pcaG
gene-PA2993	241	440	163	387	63	71	40	28	host	gene-PA2993
gene-PA1066	19	17	9	10	4	2	2	3	host	gene-PA1066
gene-PA1243	66	54	60	78	10	10	7	8	host	gene-PA1243
gene-PA1027	77	58	29	34	11	5	6	4	host	gene-PA1027
gene-PA0660	462	406	208	276	54	64	33	26	host	gene-PA0660
gene-PA3875	21	14	10	14	0	7	7	1	host	narG
gene-PA1314	16	12	7	9	1	3	1	1	host	gene-PA1314
gene-PA0578	100	111	5234	397	56	68	53	28	host	gene-PA0578
gene-PA2754	20	17	9	2	1	4	6	0	host	gene-PA2754
gene-PA1486	12	17	8	13	2	1	0	1	host	gene-PA1486
gene-PA2041	118	98	181	179	30	16	8	11	host	gene-PA2041
gene-PA3176	14	11	13	13	3	6	4	1	host	gltS
gene-PA4892	7	7	4	7	1	1	1	1	host	ureF
gene-PA5151	24	18	11	17	4	2	1	2	host	gene-PA5151
gene-PA2984	50	28	15	28	5	5	6	2	host	gene-PA2984
gene-PA5503	39	49	70	66	19	21	12	7	host	gene-PA5503
gene-PA1371	69	151	79	156	20	35	2	1	host	gene-PA1371
gene-PA4686	215	391	253	440	126	164	163	114	host	gene-PA4686
gene-PA2288	18	17	19	22	4	4	2	1	host	gene-PA2288
gene-PA0129	38	26	19	48	7	11	7	5	host	gabP
gene-PA2919	27	11	3	6	1	1	0	1	host	gene-PA2919
gene-PA0540	32	27	36	36	3	5	1	2	host	gene-PA0540
gene-PA1428a	20	18	11	14	3	2	1	1	host	gene-PA1428a
gene-PA5328	11	0	4	4	0	0	0	0	host	gene-PA5328
gene-PA2471	4	6	3	5	1	0	1	0	host	gene-PA2471
gene-PA2723	12	9	5	12	3	3	1	1	host	gene-PA2723
gene-PA1725	804	300	431	311	106	54	23	27	host	pscL
gene-PA1620	3	0	4	12	3	1	1	0	host	gene-PA1620
gene-PA2414	19	17	11	10	0	4	1	1	host	gene-PA2414
gene-PA2901	269	228	182	267	52	75	33	28	host	gene-PA2901
gene-PA4993	21	24	17	15	6	8	6	0	host	gene-PA4993
gene-PA0133	36	19	16	10	5	4	3	2	host	gene-PA0133
gene-PA2678	14	12	9	10	0	3	2	0	host	gene-PA2678
gene-PA1068	126	125	68	118	34	32	10	16	host	gene-PA1068
gene-PA2582	712	630	268	358	39	66	14	14	host	gene-PA2582
gene-PA0905.3	45	97	50	79	20	31	14	12	host	gene-PA0905.3
gene-PA4260	1911	5179	3083	5267	1643	2390	1101	598	host	rplB
gene-PA1720	474	227	285	167	88	52	11	23	host	pscG
gene-PA0992	25	39	13	15	4	2	2	3	host	cupC1
gene-PA4601	173	196	155	283	32	39	28	11	host	morA
gene-PA1406	9	14	3	6	0	0	2	1	host	gene-PA1406
gene-PA2533	333	403	138	213	10	16	12	8	host	gene-PA2533
gene-PA4210	6	208	0	167	1	8	3	0	host	phzA1
gene-PA2807	12	4	6	6	2	3	2	0	host	gene-PA2807
gene-PA0549	140	149	87	187	33	47	29	13	host	gene-PA0549
gene-PA4967	921	807	676	960	85	76	33	37	host	parE
gene-PA1721	217	137	211	139	70	31	7	13	host	pscH
gene-PA2461	58	181	67	228	9	18	9	11	host	gene-PA2461
gene-PA3067	32	29	17	42	5	4	0	0	host	gene-PA3067
gene-PA2347	9	6	3	3	0	0	0	0	host	gene-PA2347
gene-PA4325	70	80	26	34	5	13	2	4	host	gene-PA4325
gene-PA4098	11	6	4	5	2	4	1	2	host	gene-PA4098
gene-PA5184	62	59	21	33	2	6	2	6	host	gene-PA5184
gene-PA3592	7	3	4	4	1	2	0	1	host	gene-PA3592
gene-PA2497	7	9	4	5	1	2	0	1	host	gene-PA2497
gene-PA3647	608	703	501	759	99	108	84	55	host	gene-PA3647
gene-PA3146	223	359	256	579	47	86	33	13	host	wbpK
gene-PA4877	22	9	7	9	3	4	0	1	host	gene-PA4877
gene-PA3030	8	18	0	5	2	1	0	0	host	mobA
gene-PA3765	17	21	6	8	1	5	0	4	host	gene-PA3765
gene-PA0404	32	28	21	30	6	5	4	4	host	gene-PA0404
gene-PA0753	4	4	7	5	0	0	2	1	host	gene-PA0753
gene-PA0049	25	18	35	32	8	6	4	3	host	gene-PA0049
gene-PA2177	50	36	20	24	7	8	6	2	host	gene-PA2177
gene-PA0711	3	6	2	8	3	0	1	2	host	gene-PA0711
gene-PA2254	18	8	2	10	0	1	1	1	host	pvcA
gene-PA1449	103	82	34	51	7	11	4	2	host	flhB
gene-PA3886a	19	28	10	9	1	2	0	2	host	gene-PA3886a
gene-PA5459	44	32	66	75	10	12	4	3	host	gene-PA5459
gene-PA4573	70	41	14	33	5	6	7	4	host	gene-PA4573
gene-PA3262	872	631	439	474	90	84	41	40	host	gene-PA3262
gene-PA5336	30	40	33	46	7	8	10	3	host	gmk
gene-PA4789	7	11	7	11	1	3	0	1	host	gene-PA4789
gene-PA3471	338	322	253	293	66	64	25	22	host	gene-PA3471
gene-PA4878	53	44	9	38	5	6	6	3	host	gene-PA4878
gene-PA4163	64	61	52	61	14	7	4	5	host	gene-PA4163
gene-PA3211	134	185	59	108	16	22	17	5	host	gene-PA3211
gene-PA1179	44	41	36	54	13	16	7	6	host	phoP
gene-PA0856	106	93	118	132	25	21	9	10	host	gene-PA0856
gene-PA4773	22	18	3	12	2	3	1	2	host	gene-PA4773
gene-PA2730	263	432	186	320	32	52	16	5	host	gene-PA2730
gene-PA3679	58	68	49	69	16	17	12	6	host	gene-PA3679
gene-PA3068	2857	3235	3327	4797	1050	1037	174	174	host	gdhB
gene-PA2789	29	21	12	20	7	2	1	0	host	gene-PA2789
gene-PA4035	60	53	31	41	5	5	10	3	host	gene-PA4035
gene-PA1088	335	295	224	313	27	26	6	8	host	gene-PA1088
gene-PA0346	365	441	299	538	48	100	12	5	host	gene-PA0346
gene-PA0474	3	2	0	0	0	0	0	0	host	gene-PA0474
gene-PA2086	5	3	4	3	0	0	0	2	host	gene-PA2086
gene-PA5163	181	218	142	211	31	66	35	19	host	rmlA
gene-PA1993	15	17	18	20	8	2	3	1	host	gene-PA1993
gene-PA0572	150	315	179	368	81	69	23	19	host	gene-PA0572
gene-PA2865	72	68	52	58	14	11	11	3	host	gene-PA2865
gene-PA4153	7	11	15	12	1	1	2	1	host	gene-PA4153
gene-PA5061	1079	1553	625	834	157	181	59	42	host	gene-PA5061
gene-PA3485	21	4	14	20	7	8	1	1	host	gene-PA3485
gene-PA2775	24	34	23	24	8	10	9	4	host	gene-PA2775
gene-PA0515	9	3	2	4	2	2	0	0	host	gene-PA0515
gene-PA5443	251	239	186	261	45	55	34	17	host	uvrD
gene-PA0306	46	44	42	62	12	8	2	4	host	gene-PA0306
gene-PA1969	101	113	61	63	22	12	8	1	host	gene-PA1969
gene-PA2148	0	0	1	0	0	0	2	0	host	gene-PA2148
gene-PA3102	71	94	64	121	3	11	6	4	host	xcpS
gene-PA3095	62	48	22	41	6	4	2	0	host	xcpZ
gene-PA5487	555	351	259	357	40	46	17	18	host	gene-PA5487
gene-PA3168	2113	2011	2176	2940	452	559	295	203	host	gyrA
gene-PA0956	282	330	300	475	76	103	55	46	host	proS
gene-PA4427	151	239	93	197	44	66	58	43	host	sspB
gene-PA5462	19	22	12	29	4	8	1	2	host	gene-PA5462
gene-PA4212	33	149	11	167	5	11	7	1	host	phzC1
gene-PA3684	18	36	14	26	4	3	5	1	host	gene-PA3684
gene-PA4560	1223	1386	1162	1679	285	326	228	144	host	ileS
gene-PA1030	228	163	50	103	15	25	15	10	host	gene-PA1030
gene-PA0144	17	21	11	16	5	2	0	1	host	gene-PA0144
gene-PA4726.11	25766	75035	28419	45820	18637	24552	13948	12555	host	crcZ
gene-PA5199	246	191	92	143	18	22	9	8	host	amgS
gene-PA4795	19	16	13	12	0	0	0	0	host	gene-PA4795
gene-PA3128	62	55	16	16	4	5	3	3	host	gene-PA3128
gene-PA3637	418	563	1314	1808	319	421	283	195	host	pyrG
gene-PA4594	33	45	13	25	4	10	5	2	host	gene-PA4594
gene-PA0610	12	13	13	20	8	3	10	6	host	prtN
gene-PA4280.3	455	1009	388	790	266	637	369	203	host	gene-PA4280.3
gene-PA1274	14	4	3	2	1	1	0	0	host	gene-PA1274
gene-PA2642	133	163	218	285	183	250	89	62	host	nuoG
gene-PA5555	4437	7828	3195	5873	985	1311	751	463	host	atpG
gene-PA1622	38	37	19	38	7	2	5	2	host	gene-PA1622
gene-PA0720	9	18	23	17	21	13	15	10	host	gene-PA0720
gene-PA0585	8	6	7	6	2	3	2	1	host	gene-PA0585
gene-PA4440	66	42	21	43	5	6	2	3	host	gene-PA4440
gene-PA1082	179	136	198	142	26	13	3	9	host	flgG
gene-PA1343	1	3	2	0	1	0	1	1	host	gene-PA1343
gene-PA4199	71	68	53	53	7	6	5	7	host	gene-PA4199
gene-PA2847	27	8	3	6	0	1	0	0	host	gene-PA2847
gene-PA0020	407	396	116	136	41	20	22	22	host	gene-PA0020
gene-PA0971	1223	1404	793	1203	127	175	77	54	host	tolA
gene-PA4802	18	10	5	7	1	4	0	0	host	gene-PA4802
gene-PA0370	26	21	27	41	7	7	3	3	host	gene-PA0370
gene-PA3340	154	105	65	115	13	15	9	4	host	gene-PA3340
gene-PA2840	14	27	151	232	48	75	34	17	host	gene-PA2840
gene-PA0559	84	69	56	119	24	28	18	11	host	gene-PA0559
gene-PA0439	13	11	2	11	6	2	3	0	host	gene-PA0439
gene-PA1056	54	54	51	81	7	8	5	2	host	gene-PA1056
gene-PA4344	33	25	10	23	3	4	3	4	host	gene-PA4344
gene-PA2467	731	446	20	32	10	9	4	3	host	foxR
gene-PA2368	17	14	7	8	1	2	0	0	host	gene-PA2368
gene-PA3154	166	460	244	523	46	72	14	3	host	wzy
gene-PA4717	145	137	90	131	12	19	7	4	host	gene-PA4717
gene-PA4935	1420	4309	2325	4607	1411	2140	1166	627	host	rpsF
gene-PA4277.3	619	1127	652	1245	604	1023	399	225	host	gene-PA4277.3
gene-PPLUZ19_gp20	1	0	3	3	13745	17025	35132	31922	phage	gp20
gene-PA5075	78	119	61	116	15	29	19	11	host	gene-PA5075
gene-PA2125	13	7	6	4	0	1	1	1	host	gene-PA2125
gene-PA5560	999	2104	1043	1837	421	539	369	231	host	atpB
gene-PA4348	11	38	4	6	5	4	3	1	host	gene-PA4348
gene-PA4605	57	70	88	142	20	16	7	1	host	gene-PA4605
gene-PA4281	22	23	19	33	9	13	16	8	host	sbcD
gene-PA2891	36	33	12	21	6	4	0	5	host	atuF
gene-PA4724.1	11	12	3	11	1	3	0	1	host	gene-PA4724.1
gene-PA5396	46	73	32	55	5	15	5	7	host	gene-PA5396
gene-PA1672	122	102	32	30	7	9	7	4	host	gene-PA1672
gene-PA0400	775	554	613	753	192	162	46	42	host	gene-PA0400
gene-PA3041	70	64	44	65	18	18	6	5	host	gene-PA3041
gene-PA3630	13	10	5	7	3	2	1	0	host	gfnR
gene-PA0236	4	8	1	5	2	2	2	0	host	gene-PA0236
gene-PA0785	14	8	3	5	0	1	0	0	host	azoR1
gene-PA4586	62	70	34	63	8	14	2	5	host	gene-PA4586
gene-PA1131	7	21	2	15	0	2	2	0	host	gene-PA1131
gene-PA2447	8	6	10	12	0	1	2	0	host	gene-PA2447
gene-PA0244	8	7	3	13	3	2	2	4	host	gene-PA0244
gene-PA5309	53	69	18	64	14	5	3	6	host	gene-PA5309
gene-PA2156	3	0	1	0	3	1	0	0	host	gene-PA2156
gene-PA3785	18	26	29	46	5	9	2	5	host	gene-PA3785
gene-PA2395	742	523	654	651	145	146	76	65	host	pvdO
gene-PA4995	32	34	55	74	10	11	6	4	host	gene-PA4995
gene-PA4669	1636	3318	1781	3112	1057	2017	894	504	host	ipk
gene-PA4093	11	5	7	5	1	2	1	0	host	gene-PA4093
gene-PA3416	31	17	17	7	4	0	0	0	host	gene-PA3416
gene-PA4406.1	529	752	439	626	78	133	28	26	host	gene-PA4406.1
gene-PA2754a	19	16	9	4	3	1	2	2	host	gene-PA2754a
gene-PA0630	30	35	25	41	30	43	23	16	host	gene-PA0630
gene-PA1597	35	19	8	8	2	1	3	2	host	gene-PA1597
gene-PA4102	17	11	7	14	3	5	3	1	host	bfmS
gene-PA1852	195	168	158	273	69	72	43	23	host	gene-PA1852
gene-PA4976	45	27	25	34	3	6	0	1	host	aruH
gene-PA0134	28	23	15	20	5	1	4	2	host	gene-PA0134
gene-PA3743	1776	3202	2513	5154	852	1476	819	436	host	trmD
gene-PA0767	467	629	624	913	176	238	120	79	host	lepA
gene-PA3047	72	72	27	52	5	9	4	3	host	gene-PA3047
gene-PA0184	4	6	4	4	0	0	0	0	host	gene-PA0184
gene-PA0297	199	337	307	418	50	64	20	8	host	spuA
gene-PA3396	4	8	5	17	3	3	4	3	host	nosL
gene-PA3506	13	8	16	18	7	5	1	1	host	gene-PA3506
gene-PA2154	2	2	2	0	0	0	0	0	host	gene-PA2154
gene-PA4500	104	92	97	92	14	16	10	9	host	gene-PA4500
gene-PA2039	23	35	23	45	9	10	4	2	host	gene-PA2039
gene-PA4662	96	169	99	170	27	37	26	9	host	murI
gene-PA5337	447	569	352	496	128	155	103	76	host	rpoZ
gene-PA2353	52	51	27	30	3	9	3	2	host	gene-PA2353
gene-PA2599	11	23	7	11	3	3	1	1	host	gene-PA2599
gene-PA3859	166	106	103	175	16	11	7	9	host	gene-PA3859
gene-PA2228	10	25	13	20	1	3	2	2	host	gene-PA2228
gene-PA5407	25	18	12	17	2	5	2	5	host	gene-PA5407
gene-PA0543	34	14	13	8	2	5	1	1	host	gene-PA0543
gene-PA0468	26	15	9	12	3	2	3	0	host	gene-PA0468
gene-PA0921	24	16	26	51	15	12	13	9	host	gene-PA0921
gene-PA0769	158	218	153	241	36	48	15	10	host	gene-PA0769
gene-PA0390	52	85	48	54	16	20	7	6	host	metX
gene-PA1688	105	153	94	152	14	28	20	11	host	gene-PA1688
gene-PA1708	8170	1692	4224	1413	1068	294	98	221	host	popB
gene-PA1436	33	42	24	20	6	4	6	4	host	gene-PA1436
gene-PA4160	26	18	2	3	2	2	1	1	host	fepD
gene-PA0996	947	961	554	492	115	66	37	35	host	pqsA
gene-PA4197	30	13	17	26	4	5	2	3	host	bfiS
gene-PA3494	20	33	6	18	2	5	2	2	host	gene-PA3494
gene-PA5187	62	37	32	32	11	8	3	0	host	gene-PA5187
gene-PA1151	307	488	171	286	43	70	44	14	host	imm2
gene-PA2268	8	6	4	4	1	1	3	1	host	gene-PA2268
gene-PA3849	152	136	134	180	41	44	26	13	host	gene-PA3849
gene-PA1214	4	2	2	9	3	1	0	1	host	gene-PA1214
gene-PA2942	55	43	32	50	9	12	11	4	host	gene-PA2942
gene-PA5038	512	599	400	599	92	95	60	56	host	aroB
gene-PA2087	2	2	3	3	2	1	0	0	host	gene-PA2087
gene-PA3161	265	217	96	155	21	28	17	8	host	himD
gene-PA2528	31	28	12	39	4	10	4	2	host	gene-PA2528
gene-PA5364	233	194	92	131	26	17	11	22	host	gene-PA5364
gene-PA4030	38	52	21	40	1	8	1	3	host	gene-PA4030
gene-PA4017	140	132	70	111	13	15	6	5	host	gene-PA4017
gene-PA1142	24	26	10	14	4	4	1	0	host	gene-PA1142
gene-PA3589	2	0	2	1	0	0	1	0	host	gene-PA3589
gene-PA1550	28	48	29	44	14	14	17	9	host	gene-PA1550
gene-PA5316.1	200	868	532	990	237	380	223	115	host	gene-PA5316.1
gene-PA4523	1093	807	387	455	74	82	47	39	host	gene-PA4523
gene-PA1782	6	4	1	3	1	2	6	1	host	gene-PA1782
gene-PA2020	60	44	59	75	18	36	16	7	host	gene-PA2020
gene-PA1298	20	18	8	10	3	4	7	0	host	gene-PA1298
gene-PA4882	12	8	17	12	3	4	2	0	host	gene-PA4882
gene-PA3709	103	77	34	86	9	18	5	4	host	gene-PA3709
gene-PA1837	11	19	8	12	3	4	4	4	host	gene-PA1837
gene-PA4400	402	288	125	216	28	40	19	9	host	gene-PA4400
gene-PA2669	22	30	10	27	3	2	4	3	host	gene-PA2669
gene-PA1615	45	40	51	66	13	6	9	2	host	gene-PA1615
gene-PA3811	714	695	987	1308	96	128	49	32	host	hscB
gene-PA0067	361	268	148	128	29	25	20	11	host	prlC
gene-PA1582	251	289	334	522	80	87	62	46	host	sdhD
gene-PA0071	389	566	242	397	55	130	65	30	host	gene-PA0071
gene-PA1958	32	22	13	22	6	9	7	2	host	gene-PA1958
gene-PA0961	47	65	59	85	9	29	7	8	host	gene-PA0961
gene-PA5424	41	53	34	44	8	11	12	9	host	gene-PA5424
gene-PA3539	15	14	22	19	3	6	6	2	host	gene-PA3539
gene-PA2376	20	16	3	7	6	6	3	1	host	gene-PA2376
gene-PA2739	1195	1542	978	1338	270	271	139	94	host	pheT
gene-PA3357	30	28	22	27	10	9	4	4	host	dsdA
gene-PA3878	44	41	20	30	9	4	5	4	host	narX
gene-PA4543	105	51	54	107	19	26	10	5	host	gene-PA4543
gene-PA5457	86	62	65	90	5	8	7	0	host	gene-PA5457
gene-PA4132	58	46	16	29	13	10	12	10	host	gene-PA4132
gene-PA3935	24	10	6	8	3	0	0	3	host	tauD
gene-PA3850	116	113	64	101	22	35	19	9	host	gene-PA3850
gene-PA1564	20	19	17	20	4	2	2	3	host	gene-PA1564
gene-PA2670	25	32	14	30	2	7	3	5	host	gene-PA2670
gene-PA2940	23	12	12	18	2	4	1	2	host	gene-PA2940
gene-PA3977	193	163	214	255	53	60	28	19	host	hemL
gene-PA5002	415	373	406	672	56	85	36	17	host	gene-PA5002
gene-PA4046	43	53	54	81	14	19	5	2	host	gene-PA4046
gene-PA2855	34	32	22	17	7	6	4	2	host	gene-PA2855
gene-PA3608	9	8	3	4	2	2	2	4	host	potB
gene-PA1302	196	286	178	285	10	14	7	8	host	gene-PA1302
gene-PA4474	529	404	418	553	53	39	26	25	host	gene-PA4474
gene-PPLUZ19_gp8	0	0	2738	2785	21337	21805	6353	5136	phage	gp8
gene-PA3249	14	23	17	27	6	10	4	4	host	gene-PA3249
gene-PA2970	185	425	413	593	144	174	100	49	host	rpmF
gene-PA4680	19	12	17	21	4	3	4	1	host	gene-PA4680
gene-PA1837a	47	38	14	27	6	8	2	3	host	gene-PA1837a
gene-PA0257	41	79	19	28	6	5	7	0	host	gene-PA0257
gene-PA0574	69	68	18	28	7	8	4	5	host	gene-PA0574
gene-PA0922	28	16	21	35	13	19	8	5	host	gene-PA0922
gene-PA3774	2	2	3	2	1	0	1	0	host	gene-PA3774
gene-PA3507	7	7	12	16	2	2	0	0	host	gene-PA3507
gene-PA2118a	45	34	24	23	7	6	1	1	host	gene-PA2118a
gene-PA0405	45	61	35	57	8	8	4	0	host	gene-PA0405
gene-PA1413	41	28	15	18	2	2	2	1	host	gene-PA1413
gene-PA3213	104	84	45	72	6	16	4	6	host	gene-PA3213
gene-PA3040	56	37	36	43	15	6	6	7	host	gene-PA3040
gene-PA2188	7	9	8	6	1	2	3	0	host	gene-PA2188
gene-PA4076	9	11	0	7	5	2	0	0	host	gene-PA4076
gene-PA4407	3420	2856	2577	3144	522	511	135	105	host	ftsZ
gene-PA3325	9	26	14	106	3	6	2	1	host	gene-PA3325
gene-PA3542	12	7	3	4	2	0	0	1	host	alg44
gene-PA4944	573	674	734	1177	158	186	83	35	host	hfq
gene-PA2300	15	20	8	35	2	4	0	1	host	chiC
gene-PA3575	10	12	4	7	0	1	1	4	host	gene-PA3575
gene-PA0285	81	81	57	74	10	22	12	8	host	gene-PA0285
gene-PA2047	24	16	7	16	1	3	3	3	host	gene-PA2047
gene-PA1934	101	92	49	63	6	11	5	6	host	gene-PA1934
gene-PA1866	84	63	42	64	10	9	6	5	host	gene-PA1866
gene-PA1717	867	391	714	524	178	85	23	33	host	pscD
gene-PA4549	6	8	2	4	1	0	0	0	host	fimT
gene-PA1459	547	454	476	659	63	65	26	21	host	gene-PA1459
gene-PA1248	110	136	42	122	9	10	1	0	host	aprF
gene-PA1854	40	29	23	35	4	9	7	5	host	gene-PA1854
gene-PA5277	254	259	173	234	27	33	17	21	host	lysA
gene-PA0141	22	24	21	33	4	13	2	2	host	gene-PA0141
gene-PA0327	88	58	44	67	11	6	4	3	host	gene-PA0327
gene-PA0699	6	3	2	3	0	3	3	1	host	gene-PA0699
gene-PA1894	1	2	5	8	1	2	1	0	host	gene-PA1894
gene-PA2132	0	0	0	2	0	1	0	2	host	cupA5
gene-PA3304.1	5	9	7	5	0	0	0	0	host	gene-PA3304.1
gene-PA3513	8	11	5	18	0	1	0	2	host	gene-PA3513
gene-PA4249	832	1854	1676	2987	683	915	560	318	host	rpsH
gene-PA1379	9	9	2	7	2	4	1	1	host	gene-PA1379
gene-PA5247	128	620	75	104	15	14	8	4	host	gene-PA5247
gene-PA1485	7	7	5	7	1	0	3	0	host	gene-PA1485
gene-PA3344	392	385	275	471	81	97	57	30	host	recQ
gene-PA3643	176	214	268	434	51	50	27	22	host	lpxB
gene-PA2676	10	6	7	8	1	1	1	0	host	gene-PA2676
gene-PA4275	939	1273	989	1779	321	425	262	190	host	nusG
gene-PA4359	4	8	0	1	1	0	0	0	host	gene-PA4359
gene-PA4604	295	284	346	460	42	34	11	18	host	gene-PA4604
gene-PA1751	108	81	26	40	6	8	3	2	host	gene-PA1751
gene-PA1121	49	50	19	46	6	9	4	4	host	yfiR
gene-PA4771	23	11	22	23	5	1	2	3	host	lldD
gene-PA4382	66	61	30	38	5	6	6	4	host	gene-PA4382
gene-PA1888	37	25	15	15	3	10	7	0	host	gene-PA1888
gene-PA1877	14	18	8	19	3	4	2	2	host	gene-PA1877
gene-PA2601	69	55	17	27	4	5	0	4	host	gene-PA2601
gene-PA3601	14	28	21	10	3	2	0	0	host	gene-PA3601
gene-PA2091	3	2	1	2	0	0	2	0	host	gene-PA2091
gene-PA0366	23	17	10	16	2	5	0	3	host	gene-PA0366
gene-PA3156	459	795	592	929	62	89	27	16	host	wbpD
gene-PA2605	19	12	11	9	3	2	3	4	host	gene-PA2605
gene-PA1604	33	27	25	17	11	6	3	6	host	gene-PA1604
gene-PA0653	272	278	143	240	59	69	48	29	host	gene-PA0653
gene-PA3522	27	33	14	29	3	7	2	3	host	gene-PA3522
gene-PA3651	142	170	93	199	43	49	29	12	host	cdsA
gene-PA0019	133	109	68	100	20	23	11	9	host	def
gene-PA3187	1158	3453	1690	5998	123	263	45	31	host	gene-PA3187
gene-PA4557	298	415	266	479	59	107	53	35	host	lytB
gene-PA3248	59	37	28	28	3	7	1	5	host	gene-PA3248
gene-PA2518	5	2	1	5	1	0	0	0	host	xylX
gene-PA0883	4	5	4	2	0	0	0	0	host	gene-PA0883
gene-PA4155	71	26	43	38	5	2	3	2	host	gene-PA4155
gene-PA4071	5	3	2	3	2	1	1	0	host	gene-PA4071
gene-PA4499	29	26	22	30	12	7	1	1	host	gene-PA4499
gene-PA2701	19	7	4	11	2	2	1	2	host	gene-PA2701
gene-PA5461	48	59	69	98	24	26	16	8	host	gene-PA5461
gene-PA3230	99	77	25	54	4	5	2	3	host	gene-PA3230
gene-PA2455	37	35	21	25	6	3	1	2	host	gene-PA2455
gene-PA1826	51	50	23	29	11	7	4	3	host	gene-PA1826
gene-PA2547	14	19	12	13	3	0	1	2	host	gene-PA2547
gene-PA5180	16	26	11	14	0	5	5	2	host	gene-PA5180
gene-PA1042	51	48	37	50	5	9	4	6	host	gene-PA1042
gene-PA5455	219	274	79	123	16	15	9	11	host	gene-PA5455
gene-PA3868	18	14	5	11	1	3	1	1	host	gene-PA3868
gene-PA2211	5	5	10	9	1	0	0	0	host	gene-PA2211
gene-PA2116	86	22	20	26	7	5	6	5	host	gene-PA2116
gene-PA0061	40	33	12	18	4	2	0	1	host	gene-PA0061
gene-PA4151	27	18	7	10	3	5	2	1	host	acoB
gene-PA2716	27	19	5	11	2	2	1	0	host	gene-PA2716
gene-PA0353	148	117	96	123	19	18	10	11	host	ilvD
gene-PA1832	594	626	251	375	48	51	24	22	host	gene-PA1832
gene-PA0265	514	525	783	921	247	214	59	56	host	gabD
gene-PA5142	135	150	85	141	23	19	16	6	host	hisH1
gene-PA3370	9	5	3	5	2	2	0	0	host	gene-PA3370
gene-PA2654	217	171	182	204	41	27	13	21	host	gene-PA2654
gene-PA2958	72	58	54	76	17	16	10	5	host	gene-PA2958
gene-PA3635	1243	1863	1447	2101	572	743	445	326	host	eno
gene-PA2945	35	30	16	33	7	7	6	5	host	gene-PA2945
gene-PA0715	200	355	50	120	21	28	14	10	host	gene-PA0715
gene-PA1130	19	29	12	21	2	5	4	0	host	rhlC
gene-PA0267	193	131	42	77	5	12	10	1	host	gene-PA0267
gene-PA1644	70	48	52	62	12	11	5	9	host	gene-PA1644
gene-PA4484	396	417	585	734	131	120	52	28	host	gatB
gene-PA1585	3163	3307	5085	5923	1544	1579	609	524	host	sucA
gene-PA1310	10	7	2	7	0	0	0	0	host	phnW
gene-PA5278	296	295	183	288	29	29	19	22	host	dapF
gene-PA3677	23	25	12	31	3	8	3	1	host	gene-PA3677
gene-PA4704.2	827	3958	468	883	143	321	113	105	host	prrF2
gene-PA0999	2764	2141	1629	1899	369	210	88	125	host	pqsD
gene-PA2239	16	14	16	33	3	6	1	2	host	pslI
gene-PA2248	857	859	1267	1825	143	106	16	42	host	bkdA2
gene-PA4960	332	274	267	409	63	89	29	28	host	gene-PA4960
gene-PA1323	10	8	10	7	5	1	1	0	host	gene-PA1323
gene-PA3363	52	28	28	50	5	3	4	5	host	amiR
gene-PA3409	495	381	23	43	6	4	1	1	host	gene-PA3409
gene-PA0624	174	164	155	269	167	193	101	59	host	gene-PA0624
gene-PA0667	330	598	446	719	194	274	93	67	host	gene-PA0667
gene-PA1418	35	10	63	31	12	10	2	6	host	gene-PA1418
gene-PA4968	86	127	79	96	9	16	7	2	host	gene-PA4968
gene-PA2715	7	8	6	2	1	3	0	0	host	gene-PA2715
gene-PA4504	8	13	8	10	0	1	3	1	host	gene-PA4504
gene-PA1902	4	50	2	83	1	14	3	0	host	phzD2
gene-PA1217	28	26	10	15	6	10	1	1	host	gene-PA1217
gene-PA3127	31	26	19	15	1	1	4	1	host	gene-PA3127
gene-PA1561	76	55	59	89	13	15	5	8	host	aer
gene-PA1643	193	171	124	192	50	52	27	18	host	gene-PA1643
gene-PA3816	348	319	281	357	63	80	35	26	host	cysE
gene-PA3252	12	18	6	5	1	1	1	1	host	gene-PA3252
gene-PA4108a	26	19	14	18	2	6	2	0	host	gene-PA4108a
gene-PA3107	437	427	339	437	112	117	67	38	host	metZ
gene-PA1162	70	72	87	126	17	19	4	10	host	dapE
gene-PA1260	9	5	1	4	3	1	0	0	host	gene-PA1260
gene-PA4547	101	104	74	98	6	10	8	6	host	pilR
gene-PA1107	18	11	8	17	6	4	5	1	host	gene-PA1107
gene-PA2903	27	10	10	17	2	3	4	1	host	cobJ
gene-PA4352	56	64	28	50	4	19	1	7	host	gene-PA4352
gene-PA1593	20	23	15	23	7	11	4	3	host	gene-PA1593
gene-PA1017	35	23	10	14	5	1	1	0	host	pauA
gene-PA4672	103	199	160	302	73	102	80	34	host	gene-PA4672
gene-PA1222	135	105	56	96	12	15	15	4	host	gene-PA1222
gene-PPLUZ19_gp14	2	0	89	82	115251	123101	51065	41365	phage	gp14
